image_path,dataset_source,split,class,annotation_path,image_hash,perceptual_hash
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0138.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0138.txt,f2d507585981e2178a3867a00cec972383419d62bc74e6be30127b39a9c7bb41,b19bce64329b7134
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0026.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0026.txt,f3f127505650832fb9d343741a004b680779d1b3a4735b9833f6d254a87ebcff,b9398cc6c6c76331
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0124.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0124.txt,a6a440f6a1815e2464eaa0315184ca573b5a9de39b5af4e26da9e6aedbee5459,e666999993668ccc
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0018.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0018.txt,4c63b77cb3d8e59a19d0b27e3ca43079f62c224b69cfb7999e740385a2f24da9,e666999998666699
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0049.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0049.txt,d05f0725d30928b179f591f608823ae1403957ae2965b122108c15b354e75ce6,b131cecec63131ce
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0176.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0176.txt,2c8a602c800a12884335d082c7560c83e89bac5ed38aef3eb055563accbcd846,b838cec7c7313139
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0212.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0212.txt,6c0d56e4c27afc494beb4441abb67795b2d813d16b3cc654eba08b3d78deb7da,b3c6cc3933c6cc38
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0009.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0009.txt,a252a4aa4795409290b5c8d0ed633469be1ba84e2e93aaf60eb8d173ee0d6698,e666939b994c6466
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0014.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0014.txt,a2cecea587f3b3ef8948f5f486b014276deec0cb1072f7b2ea9c0067a95c8645,b8c7c73838c7c338
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0166.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0166.txt,daecfbfafffeefe381dd99cd9c22dc7f56c52ed0ecc538f1de98019671ffc33f,b138ccc733389cc7
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0054.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0054.txt,21dca03636d9938aa14d9203fb399932605c69d4aa8d3179516c407c6d143b08,b9c6c63939c63839
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0162.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0162.txt,92dd10dce8c8e0cd82b6cd1aa2a3e50d408391a0394b7259e38f88320836f152,e666999966666c8c
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0110.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0110.txt,5c80f17c6a3a1aacba06463aa691a6f1c1089f065f1d49291ccccbc2906fa321,9e1ec1e1e11e1e1e
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0216.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0216.txt,6bef9bf6656b83da50efeff429dbedd6745a1440de6a38588095f8817030d8cc,b3cccc3333cc3332
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0100.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0100.txt,7742ef85f849f2c789ed46b1f5e09093883005ba717f090652c33a5b53efed94,b81cc6e3391cc6e3
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0001.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0001.txt,90daa6403a2d807f7d68710f70b45685a1d1712237369a6c53d437b2c6d9ec8f,bc3cc3c33c3c38c3
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0071.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0071.txt,9d48a1add936d188bf258989f65f37d09090be87cb36e105646b58ee62e93dbe,bcc3c33c38c33c3c
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0082.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0082.txt,6e46ca8b12ead4728de4c49387aeb4afbb25a4ffcc3934d388ae0f12adc84317,b838c7c7c73838c3
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0085.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0085.txt,cec6e58bef1593d682a260c18bd6c81e7ae056e779044aef3e06ffa962c10ca6,e798986667989867
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0047.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0047.txt,54a7d62b658f7dbf265d0fd8179cecc68ed3ec391d24c4462ee2731403886351,b830c7c73838c7c7
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0030.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0030.txt,4f409aace0cec41ce82325e2847a2b37bca51f936d289d45f36e9148055df650,e666999999986666
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0021.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0021.txt,8895c759969ca959f689e831ddd63fcfab8def6e6eb6487ab3c5b6655fdc9988,e4b29b4d64929b6c
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0092.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0092.txt,975d93bca91dd4462e09ac148c23937f4fa178ba73812f97bb7a3b5ba82d2509,b8cec73138cec331
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0182.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0182.txt,4ab3d95f85114bcadea357c87fb6608ee9098f04e1bdf0e45ebc472e2d374779,9e1ee1e11e1e1ce1
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0007.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0007.txt,52e18343bb7685a934650e891bacde66d5843e6a61d5c082da4f5b1dff305050,e664999966669999
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0052.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0052.txt,65b9f5cf57772ac0f0a46025b8b9dfe19f1b4b017854aa6582486f415437ac0f,b33399ccccc62633
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0190.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0190.txt,cc43b2af4a264c0cf074e3d655e99d7a2789892d68ff03c263a2f83a7f60bcaa,b3ccce3339cc6630
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0002.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0002.txt,1acb1efa92ee3eeaf4cc9341562a1fd114354945d1690c8d71baf2d17a80b1aa,b232cecdcd313332
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0019.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0019.txt,0b3a691c14526d0ce93d744d4bda689704e5a19e4c0f11925b79e3be6616e18f,b333cccccc233333
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0060.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0060.txt,bc6c272dd68ea936704e8a86f81b08ed87bdde1f36d1057431d67167f2064d0a,e66699996c662693
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0083.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0083.txt,96d3c980437d241293c2590ac595500ddeb92141715277c4ba09c28f35563a5c,b31cccc3331cce63
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0028.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0028.txt,0b2e59ece710162b1158cf4bfe5843e3e8bb8fa2a6d59bf9f1d35e361e183e50,9e1ce1e11e1ee1e1
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0095.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0095.txt,9ca051d9e47a6c6bacc2317c2097a2231d954b287c04356c7f3684129b30ad57,e4669a9bc9656692
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0032.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0032.txt,55dff52ad3983f3d97c76fccc0fb7c32ca406ab5f3c3093abd44d17d82fc447b,e699996626996666
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0005.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0005.txt,4d4965671eeb456cc6893477bdd0b0a48da13feb26266b39899b3ae8f66e1deb,bc3cc3c3c3383c39
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0006.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0006.txt,a61f6acf20723af460e367599a8526c5aa99d6edafd95d939e9dfd2757eba6f9,b131cccecece3131
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0112.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0112.txt,b7f88583581fbdb0b2c6792d1c57956744b926c73fbc7d534a2c418f73b37a62,b333cccc33333398
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0147.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0147.txt,50dffaeb9c87983dcbf55408df4b989e750bc24d9a98b5b9e226617c4d84e3fe,b232cdcdc9323267
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0194.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0194.txt,24e3956ba02ef87b369fb4389516b7ced05b37a2e2c8459c4fda2264b999234b,b831c78e38f1713c
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0011.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0011.txt,236103de6130e64075ec1ac8e9c98a4df8367a8c4d24ab62535b6ea70a3e039e,b838c6c7c7c73838
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0141.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0141.txt,e462f2d1cf3df0be0e3fbb296ee2de00d917d3a412a1c13993b5e7eb2ac372a4,b938c6c6c63939c6
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0027.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0027.txt,0dfaa5824372b44882e81d895fc90bc3d8d00f44fef8d33bfb5f8893536a50e8,e666999999646665
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0174.jpg,synthetic_wound,train,laceration,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0174.txt,2f2d3caf064a16cb42fc14b98b5c0cbe7016f1ad0bc3bdb535eecf537d1f7daa,bc3c8ec7c3c17138
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0087.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0087.txt,2cfd4c98b0c0ffefdbb9b2e150033ea0adba9d4104160ca363b06313616c9f13,b838c7c7c7c03c1e
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0012.jpg,synthetic_wound,train,bruise,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0012.txt,4707fc69c6cdf2b68d1e01c499d554d3c51fbbe1dcce7fc7da43a9127f2cfdb5,b38ccc3333cccc33
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0140.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0140.txt,f3e4666d0367ca61d0a351e679045bc393d94c58d889c962630bc71e1092e0d2,b030cfcfcf3038cc
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0103.jpg,synthetic_wound,train,cut,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0103.txt,40361ee95c1f6b536204151146dfaf5911335b16b8833bd488702a222e1c805f,b232cdcc3232cdcd
data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0000.jpg,synthetic_wound,train,abrasion,data/datasets/yolo_injury/labels/train/synthetic_wound_syn_wound_0000.txt,b2d03dd5f4aee757005a04c12dbbc0812f8fd5006e4495fc3a9580b6136fe1fd,b838c7c73339313c
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0121.jpg,synthetic_wound,val,abrasion,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0121.txt,9b37cbc6d462ca46d443b79d8c870c630fe0daf8c22f067467d62ba3e21533bb,b266cd993266c999
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0111.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0111.txt,2eff60dfeb2bdca0189c4f284c7ac9f6cf1ec3899e48fb9424ca7c4fa7a9c134,b389cc663399cc66
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0197.jpg,synthetic_wound,val,abrasion,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0197.txt,54666cb25cde7135d03a3b3f55cecf52bb49dc5b63950c7bcf947d8c1d1240e9,b333cccc33313167
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0057.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0057.txt,8d40f8fe3120606a543a7bd86b10727345a53b218421d3de6a2d993e573bc79f,b83cc7c331381ece
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0125.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0125.txt,016876fa1613cea4d888a51c9c0d1c1ab33265c52ea4dce33cd1140077e2fc78,b138cccec7c33331
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0201.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0201.txt,a92a3590e0a4c541afee15df33f23ad1079b2b2c24d201f275a1bc41d14a75e7,bc3cc3c3e0381ec7
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0118.jpg,synthetic_wound,val,bruise,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0118.txt,1b5394ed2640ad76cd9940a1f9c7e606930ad98703f4fdd75ed1ff23ac5b086e,a222888822228888
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0036.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0036.txt,99e9891cb9475558a81f7e4e5b770efb0024126be31863952366f370fa09acda,b331cdcc263199ce
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0177.jpg,synthetic_wound,val,abrasion,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0177.txt,e65029b67ac7019b16dd207cfa6f9283c1b69fea76125e095d0164e2ee30a7f7,b23218cdcdcde332
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0157.jpg,synthetic_wound,val,cut,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0157.txt,d3cf73a74cff04f51d6fa43854997f1faf773aa54d5653d9fa86ef3da3c6d41c,9e1ec1e1e1e11e1e
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0044.jpg,synthetic_wound,val,laceration,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0044.txt,269eccdc799cabc83de1c573da3e8298227ef401a860257d1675a9ec50be95d9,b838c6c7e33938cc
data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0042.jpg,synthetic_wound,val,cut,data/datasets/yolo_injury/labels/val/synthetic_wound_syn_wound_0042.txt,e3a948b5e717ab02182659f6cf8f4756c8374ee04485708f9e3654aaed3b7a83,b131cece393131ce
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0183.jpg,synthetic_wound,test,cut,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0183.txt,f01d1481fecb624ca20deb5f76433a9af8e263ec3bb51e23b1b269c6bfd0f057,b333cccccccc3233
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0209.jpg,synthetic_wound,test,laceration,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0209.txt,78c52ab16a785dd7938077a51ba3da0d16bb0bda0c0fc080f8a074ec0ae15774,e66399984c66339b
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0004.jpg,synthetic_wound,test,cut,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0004.txt,5922de6ba0b2b6bc9f80377a7eb6ea701fbc6fb07644d378ebec41bc0b11ec77,b838c7c7c738383c
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0119.jpg,synthetic_wound,test,bruise,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0119.txt,3292f8ff49b6b8ef95a36c84dbe9f22ef00dc71fde7eecfa1d08b76857f81138,e4649b9b6664669a
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0013.jpg,synthetic_wound,test,abrasion,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0013.txt,9ca4e2e97934ae6cf03ce20f59c003e9e8348f672466e8aa0592c12eb9d7831e,b131cfcec8313339
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0169.jpg,synthetic_wound,test,abrasion,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0169.txt,4659a67e4604086f3b76dee3932a7dd21821d5485c41e49267407debaf2cae65,b233cdcc66363199
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0016.jpg,synthetic_wound,test,cut,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0016.txt,afefe5e7ca5432b706fb568b85d1bada801ff1121281c1421d22d72eb544a86c,b130cece3131cece
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0020.jpg,synthetic_wound,test,bruise,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0020.txt,e94bfad68a1bec5ded3e91e226de59bbc8a378088259569e0d632eaab6826b56,bc1cc3c33c3cc3c3
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0043.jpg,synthetic_wound,test,laceration,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0043.txt,e9474d5e5bf6437c4064e5b3234b4d42531fa0fc5aeb17f6ebbb9299f02f56b5,b331cccc3333cccc
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0046.jpg,synthetic_wound,test,abrasion,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0046.txt,bcb65f8763a077517d678995d87ebabbb0fecc4c7c3d0ac7a9b293466f032ec1,e69a9965649293cd
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0053.jpg,synthetic_wound,test,cut,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0053.txt,204e60cd90a76ad7db30938ddc53710ccbd9cf35f6d977d74ed3f6f6809671ee,b1cfce3131ce3131
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0003.jpg,synthetic_wound,test,abrasion,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0003.txt,53f7a782f86184b4d6e0f6fe8bf572e7af732abbed7440a73bf71cb19ec6f8c6,e666cc8c999b3331
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0017.jpg,synthetic_wound,test,bruise,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0017.txt,f67a241be034bbbcf895071f26c365b6bc4e15730cba45fee89f0177cc2bbc80,b931c6c63939c6c6
data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0204.jpg,synthetic_wound,test,laceration,data/datasets/yolo_injury/labels/test/synthetic_wound_syn_wound_0204.txt,be4363ed5f829bb44e053cd53dc5cab40063793a5dfa1557279a40bdf80e2a46,e6999c6633994c33
