boxes_in,boxes_merged_away,boxes_out,byte_sha256,dest_image,dest_label,dropped_classes,height,kept_classes,pixel_sha256,provenance,retrain_v2,sample_id,source_dataset,source_label,source_path,source_split,source_stem,split,width
1,0,1,236103de6130e64075ec1ac8e9c98a4df8367a8c4d24ab62535b6ea70a3e039e,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0011.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0011.txt,,640,cut,a6400be4ade86ca20dcb216fb118facb0aaffa1f41e9a6117936661225551eba,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0011,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0011.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0011.jpg,train,syn_wound_0011,train,640
1,0,1,4707fc69c6cdf2b68d1e01c499d554d3c51fbbe1dcce7fc7da43a9127f2cfdb5,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0012.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0012.txt,,640,bruise,9b6ccf23860a926d4babfa9d1c9e20c120d96bf9581d4acbf816c21eea1a155f,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0012,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0012.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0012.jpg,train,syn_wound_0012,train,640
1,0,1,afefe5e7ca5432b706fb568b85d1bada801ff1121281c1421d22d72eb544a86c,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0016.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0016.txt,,640,cut,918c8a0fca7f51b149be09ffa4632d0543e88ea7c9a0ceeab3e97240fdd6251c,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0016,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0016.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0016.jpg,train,syn_wound_0016,train,640
1,0,1,f67a241be034bbbcf895071f26c365b6bc4e15730cba45fee89f0177cc2bbc80,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0017.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0017.txt,,640,bruise,35778770cbee75a6e9f64bd9087296679d3b6611d2e2d02100c7cd38c6ddcf38,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0017,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0017.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0017.jpg,train,syn_wound_0017,train,640
1,0,1,4c63b77cb3d8e59a19d0b27e3ca43079f62c224b69cfb7999e740385a2f24da9,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0018.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0018.txt,,640,cut,f7602ae01c1b22d3bc57bb83551d56c36744362e6268c75aaae745c604ddc529,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0018,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0018.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0018.jpg,train,syn_wound_0018,train,640
1,0,1,e94bfad68a1bec5ded3e91e226de59bbc8a378088259569e0d632eaab6826b56,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0020.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0020.txt,,640,bruise,19957e89f860be0290b3f789883c1c4357936a6cff62e45d5b39b2772fd13a60,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0020,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0020.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0020.jpg,train,syn_wound_0020,train,640
1,0,1,32d763d05f91f61a7d0ee811fdc0cf86bd6a074606b543c48eb900426909cc95,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0023.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0023.txt,,640,bruise,dca6bf88146600b7120b7828b22e574b4e3bebe247d4b2e0ab99a4622160a3c8,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0023,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0023.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0023.jpg,train,syn_wound_0023,train,640
1,0,1,2c3a0d856003e8877201b88a27656ed8001d3e3d6fd30ef7d2d4568aba6d8025,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0024.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0024.txt,,640,cut,a6b8c66b9cae73974d9d2c1af75dc027f3d8cea80ae4bf0b8dd4672c49665109,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0024,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0024.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0024.jpg,train,syn_wound_0024,train,640
1,0,1,0dfaa5824372b44882e81d895fc90bc3d8d00f44fef8d33bfb5f8893536a50e8,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0027.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0027.txt,,640,bruise,16df5da17808b93118b40c2908dd16bf0da90f202554ac487493d590da015925,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0027,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0027.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0027.jpg,train,syn_wound_0027,train,640
1,0,1,0b2e59ece710162b1158cf4bfe5843e3e8bb8fa2a6d59bf9f1d35e361e183e50,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0028.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0028.txt,,640,bruise,bd8ce6389ca27f4250f97bd3075ba91c72c7b578614a4fd39a8cf1433300db56,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0028,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0028.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0028.jpg,train,syn_wound_0028,train,640
1,0,1,d9f9b97aa182afdad44862282cb282c5da8c52058997f152b94d060c6972f77e,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0029.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0029.txt,,640,bruise,f46fe43dcbbb30707ae99bc3a025b1c3fee6f3b358cf68a9a2056bbf07b9aebd,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0029,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0029.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0029.jpg,train,syn_wound_0029,train,640
1,0,1,4f409aace0cec41ce82325e2847a2b37bca51f936d289d45f36e9148055df650,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0030.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0030.txt,,640,cut,db76567577e831aef50b64182ed67873d0d375512cdac752a022b64cea3cefed,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0030,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0030.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0030.jpg,train,syn_wound_0030,train,640
1,0,1,55dff52ad3983f3d97c76fccc0fb7c32ca406ab5f3c3093abd44d17d82fc447b,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0032.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0032.txt,,640,cut,40006e9f326e45ce986f68dd916331be2ad81c0d55edce05bd3b764a3a7a8b1b,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0032,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0032.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0032.jpg,train,syn_wound_0032,train,640
1,0,1,dcc69293c22fad661b4a62350cdaff20b72861f90296894be16632d114860ff4,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0033.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0033.txt,,640,cut,b4c3a1cf3c534e2deaf245133fbc1d5bf9352c481770a1b83b0c5f040ae608ed,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0033,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0033.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0033.jpg,train,syn_wound_0033,train,640
1,0,1,0f86914aa2e1eb948438806263d982b26c0bfae3b86c6f258de3e91fea2411f5,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0034.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0034.txt,,640,cut,ea0a2241645f7b9bc27bae74f12e5b4cc97d39743ef6ffdd091bff7c7c21eb08,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0034,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0034.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0034.jpg,train,syn_wound_0034,train,640
1,0,1,36f1a951af1863e2933f5ca242e72f71e41c866c57b5af3699736ca5f823632e,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0037.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0037.txt,,640,bruise,c69af37313f44f89e471e11d41d6044f87d5e709773afbc858a3f1d944f05018,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0037,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0037.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0037.jpg,train,syn_wound_0037,train,640
1,0,1,59a400e1e1b18d3007254d261f8255589f4d6b9bc4007a84f6f98c217bd5fc6c,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0039.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0039.txt,,640,bruise,346865bafda069544c7a637b905f8aeb80efe9a07efe198e42a1e7ac1ea59889,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0039,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0039.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0039.jpg,train,syn_wound_0039,train,640
1,0,1,4482b6f4d50eb6d8ffd0e0bc9a77b5fd19fbf6df3eb22ae301d3241495b2833f,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0040.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0040.txt,,640,cut,7abb11e040b648f567a123a795214958f3460af1cb3f06257a35b5a345b6b77c,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0040,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0040.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0040.jpg,train,syn_wound_0040,train,640
1,0,1,5d55879d8e2b5308c45d2b6991475e10f5a02a895a3575392df59b32120bd6ab,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0041.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0041.txt,,640,bruise,093bb23e43ddc222e755c2592bdfc2389d7bf19b519bad7849275fc4e569e94a,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0041,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0041.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0041.jpg,train,syn_wound_0041,train,640
1,0,1,e3a948b5e717ab02182659f6cf8f4756c8374ee04485708f9e3654aaed3b7a83,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0042.jpg,data/datasets/yolo_retrain_v2/labels/train/raw_synthetic_wound__syn_wound_0042.txt,,640,cut,a845612d7a2e5ac1eec18850b235c1aaa6c1d03faf8bfee8c6b737c14debdb9c,SYNTHETIC,copied_from_yolo_processed,raw_synthetic_wound__syn_wound_0042,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0042.txt,data/datasets/raw/synthetic_wound/train/images/syn_wound_0042.jpg,train,syn_wound_0042,train,640
