sample_id,split,kind,class,empty_mask,mask_area,subject_id,image_path,mask_path,source_dataset,source_path,source_mask,provenance,license,pixel_sha256
azh_0a5a3ada2bb75c4af2daf8e4726bf099_2,train,positive,wound_unspecified,False,0.015366,azh:0a5a3ada2bb75c4af2daf8e4726bf099,data/datasets/unet_deduped_subject/images/azh_0a5a3ada2bb75c4af2daf8e4726bf099_2.png,data/datasets/unet_deduped_subject/masks/azh_0a5a3ada2bb75c4af2daf8e4726bf099_2.png,azh_patches,data/datasets/external/azh_patches/train/images/0a5a3ada2bb75c4af2daf8e4726bf099_2.png,data/datasets/external/azh_patches/train/labels/0a5a3ada2bb75c4af2daf8e4726bf099_2.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,68c21d20f51627e57273d07ff8a900fdc6cace8ced08d146a089d9b836be8efe
azh_0bc5e8bfd852b40e2a2af5cd933e00bb_0,train,positive,wound_unspecified,False,0.116032,azh:0bc5e8bfd852b40e2a2af5cd933e00bb,data/datasets/unet_deduped_subject/images/azh_0bc5e8bfd852b40e2a2af5cd933e00bb_0.png,data/datasets/unet_deduped_subject/masks/azh_0bc5e8bfd852b40e2a2af5cd933e00bb_0.png,azh_patches,data/datasets/external/azh_patches/train/images/0bc5e8bfd852b40e2a2af5cd933e00bb_0.png,data/datasets/external/azh_patches/train/labels/0bc5e8bfd852b40e2a2af5cd933e00bb_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,7aaf3966aac1cb230fe7f1be6227c9c80056ac6ed77a10d466fe5cf0c9104d56
azh_0e3efb99f7529906a52c26558d37af9c_0,train,positive,wound_unspecified,False,0.058554,azh:0e3efb99f7529906a52c26558d37af9c,data/datasets/unet_deduped_subject/images/azh_0e3efb99f7529906a52c26558d37af9c_0.png,data/datasets/unet_deduped_subject/masks/azh_0e3efb99f7529906a52c26558d37af9c_0.png,azh_patches,data/datasets/external/azh_patches/train/images/0e3efb99f7529906a52c26558d37af9c_0.png,data/datasets/external/azh_patches/train/labels/0e3efb99f7529906a52c26558d37af9c_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,43322864a171ac319c6d123aab224b4a7bbc35e1268e56f8eb981d97411e7ea2
azh_0f42ca66d0a67e868683aab958c70b70_0,train,positive,wound_unspecified,False,0.059371,azh:0f42ca66d0a67e868683aab958c70b70,data/datasets/unet_deduped_subject/images/azh_0f42ca66d0a67e868683aab958c70b70_0.png,data/datasets/unet_deduped_subject/masks/azh_0f42ca66d0a67e868683aab958c70b70_0.png,azh_patches,data/datasets/external/azh_patches/train/images/0f42ca66d0a67e868683aab958c70b70_0.png,data/datasets/external/azh_patches/train/labels/0f42ca66d0a67e868683aab958c70b70_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,6e3957a5fb05476a33b8b6491b4e29311ec8ea418ce8f3c0fe213225520d2bac
azh_1576e366442683aac204404e081eb938_1,train,positive,wound_unspecified,False,0.059511,azh:1576e366442683aac204404e081eb938,data/datasets/unet_deduped_subject/images/azh_1576e366442683aac204404e081eb938_1.png,data/datasets/unet_deduped_subject/masks/azh_1576e366442683aac204404e081eb938_1.png,azh_patches,data/datasets/external/azh_patches/train/images/1576e366442683aac204404e081eb938_1.png,data/datasets/external/azh_patches/train/labels/1576e366442683aac204404e081eb938_1.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,5b4bc56835556c39c90023ed5770e6f7a13ebb144c25f4e3572f019c9b79926c
azh_1df8c0b866f6df4be6e3b35abc5b3bf9_0,train,positive,wound_unspecified,False,0.080497,azh:1df8c0b866f6df4be6e3b35abc5b3bf9,data/datasets/unet_deduped_subject/images/azh_1df8c0b866f6df4be6e3b35abc5b3bf9_0.png,data/datasets/unet_deduped_subject/masks/azh_1df8c0b866f6df4be6e3b35abc5b3bf9_0.png,azh_patches,data/datasets/external/azh_patches/train/images/1df8c0b866f6df4be6e3b35abc5b3bf9_0.png,data/datasets/external/azh_patches/train/labels/1df8c0b866f6df4be6e3b35abc5b3bf9_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,48aa751cfd5de3e638de92aaf7a9d265b75c19f3a9528caf26102e5ff9596b40
azh_27af9d6d0c81c569a18f379267cfd5c8_0,train,positive,wound_unspecified,False,0.092953,azh:27af9d6d0c81c569a18f379267cfd5c8,data/datasets/unet_deduped_subject/images/azh_27af9d6d0c81c569a18f379267cfd5c8_0.png,data/datasets/unet_deduped_subject/masks/azh_27af9d6d0c81c569a18f379267cfd5c8_0.png,azh_patches,data/datasets/external/azh_patches/train/images/27af9d6d0c81c569a18f379267cfd5c8_0.png,data/datasets/external/azh_patches/train/labels/27af9d6d0c81c569a18f379267cfd5c8_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,01a0a9250b7d2651ee1549b0a94834d452f9c3a4c3bee0b44051e2c15214c24f
azh_302d6a35b8498b1e57120c3dc277b097_0,train,positive,wound_unspecified,False,0.069954,azh:302d6a35b8498b1e57120c3dc277b097,data/datasets/unet_deduped_subject/images/azh_302d6a35b8498b1e57120c3dc277b097_0.png,data/datasets/unet_deduped_subject/masks/azh_302d6a35b8498b1e57120c3dc277b097_0.png,azh_patches,data/datasets/external/azh_patches/train/images/302d6a35b8498b1e57120c3dc277b097_0.png,data/datasets/external/azh_patches/train/labels/302d6a35b8498b1e57120c3dc277b097_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,5837c9727a07382957f89d1f6bedb593dbd03d38ebf4f202eaa1a8f274a3069c
azh_3343f8a08d04c4d7bb96454876e028cc_0,train,positive,wound_unspecified,False,0.177854,azh:3343f8a08d04c4d7bb96454876e028cc,data/datasets/unet_deduped_subject/images/azh_3343f8a08d04c4d7bb96454876e028cc_0.png,data/datasets/unet_deduped_subject/masks/azh_3343f8a08d04c4d7bb96454876e028cc_0.png,azh_patches,data/datasets/external/azh_patches/train/images/3343f8a08d04c4d7bb96454876e028cc_0.png,data/datasets/external/azh_patches/train/labels/3343f8a08d04c4d7bb96454876e028cc_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,d76bcc11708220c0e4aa306e4c8c30c35c72b6e18567c6ce17a16e553109db8f
azh_3ab0b5f7a8b6ace81df830c4d7968cde_0,train,positive,wound_unspecified,False,0.005002,azh:3ab0b5f7a8b6ace81df830c4d7968cde,data/datasets/unet_deduped_subject/images/azh_3ab0b5f7a8b6ace81df830c4d7968cde_0.png,data/datasets/unet_deduped_subject/masks/azh_3ab0b5f7a8b6ace81df830c4d7968cde_0.png,azh_patches,data/datasets/external/azh_patches/train/images/3ab0b5f7a8b6ace81df830c4d7968cde_0.png,data/datasets/external/azh_patches/train/labels/3ab0b5f7a8b6ace81df830c4d7968cde_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,0e0bc7a3ebc096c9b6fa96d81095c4ef97077ca641a15d6600ff442c4251a112
azh_5c110aa03c68726fcd94a8b3704d8a1f_0,train,positive,wound_unspecified,False,0.116071,azh:5c110aa03c68726fcd94a8b3704d8a1f,data/datasets/unet_deduped_subject/images/azh_5c110aa03c68726fcd94a8b3704d8a1f_0.png,data/datasets/unet_deduped_subject/masks/azh_5c110aa03c68726fcd94a8b3704d8a1f_0.png,azh_patches,data/datasets/external/azh_patches/train/images/5c110aa03c68726fcd94a8b3704d8a1f_0.png,data/datasets/external/azh_patches/train/labels/5c110aa03c68726fcd94a8b3704d8a1f_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,64ea58706d7b9a7c7e61ff346688b76f4cd8ffd57f7e0bf80a170f8e1fc0c977
azh_769421654c88e404b750d5ee4fcc79e9_0,test,positive,wound_unspecified,False,0.025211,azh:769421654c88e404b750d5ee4fcc79e9,data/datasets/unet_deduped_subject/images/azh_769421654c88e404b750d5ee4fcc79e9_0.png,data/datasets/unet_deduped_subject/masks/azh_769421654c88e404b750d5ee4fcc79e9_0.png,azh_patches,data/datasets/external/azh_patches/train/images/769421654c88e404b750d5ee4fcc79e9_0.png,data/datasets/external/azh_patches/train/labels/769421654c88e404b750d5ee4fcc79e9_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,5f2a1fbf51db2d9ba87097210bb08ec39e1747620395f391d393be1f10be3725
azh_816b2c8cbdaa48026c25f79587082816_0,train,positive,wound_unspecified,False,0.091777,azh:816b2c8cbdaa48026c25f79587082816,data/datasets/unet_deduped_subject/images/azh_816b2c8cbdaa48026c25f79587082816_0.png,data/datasets/unet_deduped_subject/masks/azh_816b2c8cbdaa48026c25f79587082816_0.png,azh_patches,data/datasets/external/azh_patches/train/images/816b2c8cbdaa48026c25f79587082816_0.png,data/datasets/external/azh_patches/train/labels/816b2c8cbdaa48026c25f79587082816_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,14481a8f6b3a5be1981c6fe2da949831676397486c5f38bc03a01d261bb86e68
azh_870b7ea6239da9887f77682c5eb2ad51_0,train,positive,wound_unspecified,False,0.072724,azh:870b7ea6239da9887f77682c5eb2ad51,data/datasets/unet_deduped_subject/images/azh_870b7ea6239da9887f77682c5eb2ad51_0.png,data/datasets/unet_deduped_subject/masks/azh_870b7ea6239da9887f77682c5eb2ad51_0.png,azh_patches,data/datasets/external/azh_patches/train/images/870b7ea6239da9887f77682c5eb2ad51_0.png,data/datasets/external/azh_patches/train/labels/870b7ea6239da9887f77682c5eb2ad51_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,1b8172b7e09852ebd7489f825297da58fb745f777fee3d86b199d3b4cb84cbc8
azh_a173d05e704354de7b89157507286c7e_0,train,positive,wound_unspecified,False,0.058793,azh:a173d05e704354de7b89157507286c7e,data/datasets/unet_deduped_subject/images/azh_a173d05e704354de7b89157507286c7e_0.png,data/datasets/unet_deduped_subject/masks/azh_a173d05e704354de7b89157507286c7e_0.png,azh_patches,data/datasets/external/azh_patches/train/images/a173d05e704354de7b89157507286c7e_0.png,data/datasets/external/azh_patches/train/labels/a173d05e704354de7b89157507286c7e_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,fd5b67fdea8e808d08b2bedb74c6e7d45ea9c2def42efa08cf71352e8c56db63
azh_a4d2dc260c443317ba9517905cbf3803_0,train,positive,wound_unspecified,False,0.04546,azh:a4d2dc260c443317ba9517905cbf3803,data/datasets/unet_deduped_subject/images/azh_a4d2dc260c443317ba9517905cbf3803_0.png,data/datasets/unet_deduped_subject/masks/azh_a4d2dc260c443317ba9517905cbf3803_0.png,azh_patches,data/datasets/external/azh_patches/train/images/a4d2dc260c443317ba9517905cbf3803_0.png,data/datasets/external/azh_patches/train/labels/a4d2dc260c443317ba9517905cbf3803_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,ac16ab1c2eecef62e18440ed7283cb2774d437c90b8b31a0faf8b196dbe51094
azh_b6ecf50bfbf4e36d6d9f0c240adf79b7_1,train,positive,wound_unspecified,False,0.138233,azh:b6ecf50bfbf4e36d6d9f0c240adf79b7,data/datasets/unet_deduped_subject/images/azh_b6ecf50bfbf4e36d6d9f0c240adf79b7_1.png,data/datasets/unet_deduped_subject/masks/azh_b6ecf50bfbf4e36d6d9f0c240adf79b7_1.png,azh_patches,data/datasets/external/azh_patches/train/images/b6ecf50bfbf4e36d6d9f0c240adf79b7_1.png,data/datasets/external/azh_patches/train/labels/b6ecf50bfbf4e36d6d9f0c240adf79b7_1.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,634201ea7d719ee73910c58ef509b884cf1f950e033c9b912d3f8f42de6f5d4e
azh_d1362593aba8cd713826b570bf255525_0,test,positive,wound_unspecified,False,0.05668,azh:d1362593aba8cd713826b570bf255525,data/datasets/unet_deduped_subject/images/azh_d1362593aba8cd713826b570bf255525_0.png,data/datasets/unet_deduped_subject/masks/azh_d1362593aba8cd713826b570bf255525_0.png,azh_patches,data/datasets/external/azh_patches/test/images/d1362593aba8cd713826b570bf255525_0.png,data/datasets/external/azh_patches/test/labels/d1362593aba8cd713826b570bf255525_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,7d115e140eb045d0e1a186edfc6b0d46afb35e0dc5dba035feefc48cf5b6d61c
azh_fb7a3ed908a2206060ed161389bcd2b7_0,train,positive,wound_unspecified,False,0.045799,azh:fb7a3ed908a2206060ed161389bcd2b7,data/datasets/unet_deduped_subject/images/azh_fb7a3ed908a2206060ed161389bcd2b7_0.png,data/datasets/unet_deduped_subject/masks/azh_fb7a3ed908a2206060ed161389bcd2b7_0.png,azh_patches,data/datasets/external/azh_patches/test/images/fb7a3ed908a2206060ed161389bcd2b7_0.png,data/datasets/external/azh_patches/test/labels/fb7a3ed908a2206060ed161389bcd2b7_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,d5256e80d7f28e450c10c984ac49e80278620c27493906be1e6ea9e64a4c9c0c
azh_fe47ad6108f38b8923e4b8e622fb039f_0,train,positive,wound_unspecified,False,0.052356,azh:fe47ad6108f38b8923e4b8e622fb039f,data/datasets/unet_deduped_subject/images/azh_fe47ad6108f38b8923e4b8e622fb039f_0.png,data/datasets/unet_deduped_subject/masks/azh_fe47ad6108f38b8923e4b8e622fb039f_0.png,azh_patches,data/datasets/external/azh_patches/test/images/fe47ad6108f38b8923e4b8e622fb039f_0.png,data/datasets/external/azh_patches/test/labels/fe47ad6108f38b8923e4b8e622fb039f_0.png,PUBLIC_REAL_PHOTOS,AZH/UWM redistribution,c05b0e327143e32d7e48a409c906f7b591986db9c36370447f690c76a9a9f401
wseg_43789853,train,positive,wound_unspecified,False,0.325344,wseg:43789853,data/datasets/unet_deduped_subject/images/wseg_43789853.png,data/datasets/unet_deduped_subject/masks/wseg_43789853.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/43789853.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/43789853.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,60b7240c53b14a2e7a1bab9fc324a044f5093a8bd183d0522c3f0acee4b77200
wseg_44599571,train,positive,wound_unspecified,False,0.174725,wseg:44599571,data/datasets/unet_deduped_subject/images/wseg_44599571.png,data/datasets/unet_deduped_subject/masks/wseg_44599571.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/44599571.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/44599571.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,6a9d95869f37120f872d0253f419cced9ea7571321aaec211fafc8101df3ecb6
wseg_44685449,train,positive,wound_unspecified,False,0.016776,wseg:44685449,data/datasets/unet_deduped_subject/images/wseg_44685449.png,data/datasets/unet_deduped_subject/masks/wseg_44685449.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/44685449.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/44685449.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,e95c2069f7404e8e8a66386b37fc1a534268631da05562c9668092493ba7604f
wseg_45062861,test,positive,wound_unspecified,False,0.147927,wseg:45062861,data/datasets/unet_deduped_subject/images/wseg_45062861.png,data/datasets/unet_deduped_subject/masks/wseg_45062861.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/45062861.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/45062861.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,6d909e922f40aecf93bc354b2ffd1b4a7cb19bf06b5d1450ab8e95d2c372707b
wseg_45317325,train,positive,wound_unspecified,False,0.05889,wseg:45317325,data/datasets/unet_deduped_subject/images/wseg_45317325.png,data/datasets/unet_deduped_subject/masks/wseg_45317325.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/45317325.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/45317325.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ab91d4af52f015381941353f08c8f9e82b2c21c9013efab1d03935c2e65db70c
wseg_45820050,train,positive,wound_unspecified,False,0.194385,wseg:45820050,data/datasets/unet_deduped_subject/images/wseg_45820050.png,data/datasets/unet_deduped_subject/masks/wseg_45820050.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/45820050.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/45820050.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ebfa11f7f2cd139ddbf39ecb2dec4e1580f8bfc2a5df6b2b09d9892e1d0d1dc3
wseg_46165035,val,positive,wound_unspecified,False,0.222114,wseg:46165035,data/datasets/unet_deduped_subject/images/wseg_46165035.png,data/datasets/unet_deduped_subject/masks/wseg_46165035.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/46165035.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/46165035.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,0f54cb8aadd138717a533abb37482677dad1722e56cbd38de77c476db01d2b06
wseg_46751367,train,positive,wound_unspecified,False,0.309526,wseg:46751367,data/datasets/unet_deduped_subject/images/wseg_46751367.png,data/datasets/unet_deduped_subject/masks/wseg_46751367.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/46751367.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/46751367.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,7a67830873e0e54187565b16a7abf114ff46e5858fa6a191d5c52d175065b921
wseg_47003829,train,positive,wound_unspecified,False,0.110496,wseg:47003829,data/datasets/unet_deduped_subject/images/wseg_47003829.png,data/datasets/unet_deduped_subject/masks/wseg_47003829.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47003829.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47003829.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,de400b69b1c0b6257106f009956ce4877d6142ef6557048fddb17ec6617ce7ea
wseg_47125498,val,positive,wound_unspecified,False,0.379113,wseg:47125498,data/datasets/unet_deduped_subject/images/wseg_47125498.png,data/datasets/unet_deduped_subject/masks/wseg_47125498.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47125498.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47125498.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,79a9adb3a610252673a229303f2ba696df316b84003818c5163723d6914bd9c9
wseg_47344232,test,positive,wound_unspecified,False,0.282683,wseg:47344232,data/datasets/unet_deduped_subject/images/wseg_47344232.png,data/datasets/unet_deduped_subject/masks/wseg_47344232.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47344232.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47344232.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,2248611daafcf92f26d3cb47d3ae0f95bd684693bf81d89da7344490ad9a9cd0
wseg_47440175,val,positive,wound_unspecified,False,0.080439,wseg:47440175,data/datasets/unet_deduped_subject/images/wseg_47440175.png,data/datasets/unet_deduped_subject/masks/wseg_47440175.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47440175.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47440175.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,1ff1e83870842b1872863e8638021763ead3950227c181f075c2be2e312f7e60
wseg_47568247,train,positive,wound_unspecified,False,0.082949,wseg:47568247,data/datasets/unet_deduped_subject/images/wseg_47568247.png,data/datasets/unet_deduped_subject/masks/wseg_47568247.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47568247.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47568247.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,94a43651c63e728c64f0d0980d057d1162773d30342f3b4c3506782c07ae779f
wseg_47740051,train,positive,wound_unspecified,False,0.215962,wseg:47740051,data/datasets/unet_deduped_subject/images/wseg_47740051.png,data/datasets/unet_deduped_subject/masks/wseg_47740051.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47740051.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47740051.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,3c36946222819118e566e76ad851cd420cf54b5a67f853716470201891d3389d
