sample_id,split,kind,class,empty_mask,mask_area,image_path,mask_path,source_dataset,source_path,source_mask,provenance,pixel_sha256
public_public_sample_0148,train,positive,swelling,False,0.027085,data/datasets/unet_processed/images/train/public_public_sample_0148.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0148.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0148.jpg,data/datasets/public_wound_dataset/masks/public_mask_0148.png,SYNTHETIC,90c45e5ddd5378073c04149cd74ddce2846d9c7edf6d356c3b910443bd303515
public_public_sample_0166,train,positive,swelling,False,0.02547,data/datasets/unet_processed/images/train/public_public_sample_0166.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0166.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0166.jpg,data/datasets/public_wound_dataset/masks/public_mask_0166.png,SYNTHETIC,b3f993571eda20feb952cdb0e7473678d3b2f6f29d6a5767563e25a0077fdc66
public_public_sample_0172,train,positive,swelling,False,0.028639,data/datasets/unet_processed/images/train/public_public_sample_0172.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0172.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0172.jpg,data/datasets/public_wound_dataset/masks/public_mask_0172.png,SYNTHETIC,078527c8d5bdd44da5742903f9d8495e5d1a1739ddca64589963180ce9fd5fe5
public_public_sample_0178,train,positive,swelling,False,0.026487,data/datasets/unet_processed/images/train/public_public_sample_0178.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0178.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0178.jpg,data/datasets/public_wound_dataset/masks/public_mask_0178.png,SYNTHETIC,17322c159a91ccb9de76b4ab1bc3b4219f685fcc84837bcea3dffd9d4aa07b2d
public_public_sample_0184,train,positive,swelling,False,0.026447,data/datasets/unet_processed/images/train/public_public_sample_0184.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0184.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0184.jpg,data/datasets/public_wound_dataset/masks/public_mask_0184.png,SYNTHETIC,7503dfb3a03fddfbca3fc3a54ca99fa9b71b9afde9815a840f9931902d6b1e63
public_public_sample_0190,train,positive,swelling,False,0.027423,data/datasets/unet_processed/images/train/public_public_sample_0190.jpg,data/datasets/unet_processed/masks/train/public_public_sample_0190.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0190.jpg,data/datasets/public_wound_dataset/masks/public_mask_0190.png,SYNTHETIC,2864b70ecbab7e09306ff0f2ac7683760904113cae4b42a30bc2d7c6a0512497
public_public_sample_0002,val,positive,bruise,False,0.192463,data/datasets/unet_processed/images/val/public_public_sample_0002.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0002.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0002.jpg,data/datasets/public_wound_dataset/masks/public_mask_0002.png,SYNTHETIC,b5b1eaa164eed94f775a3402658434e6e6c0fa5b4e2f38aa2cfbd8d81f00a88c
public_public_sample_0064,val,positive,swelling,False,0.02545,data/datasets/unet_processed/images/val/public_public_sample_0064.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0064.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0064.jpg,data/datasets/public_wound_dataset/masks/public_mask_0064.png,SYNTHETIC,db208877393c73626bb06d39075d0282e5a50122c55ba421f74055e7071921ea
public_public_sample_0094,val,positive,swelling,False,0.026188,data/datasets/unet_processed/images/val/public_public_sample_0094.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0094.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0094.jpg,data/datasets/public_wound_dataset/masks/public_mask_0094.png,SYNTHETIC,dfa4ac7443345291bbefdbd78b037b115e371b421df10145f1fcd506636e1a8b
public_public_sample_0112,val,positive,swelling,False,0.026985,data/datasets/unet_processed/images/val/public_public_sample_0112.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0112.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0112.jpg,data/datasets/public_wound_dataset/masks/public_mask_0112.png,SYNTHETIC,c76bdb80c6e6c18c3a6b123935fbf908e00276f726e938cc886034d18a220cbe
public_public_sample_0130,val,positive,swelling,False,0.027722,data/datasets/unet_processed/images/val/public_public_sample_0130.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0130.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0130.jpg,data/datasets/public_wound_dataset/masks/public_mask_0130.png,SYNTHETIC,bce6d57c3ab6e040b578dae5eb462e78a53ee467b54c87c3cd27d8c8e0e14522
public_public_sample_0196,val,positive,swelling,False,0.028659,data/datasets/unet_processed/images/val/public_public_sample_0196.jpg,data/datasets/unet_processed/masks/val/public_public_sample_0196.png,public_wound_dataset,data/datasets/public_wound_dataset/images/public_sample_0196.jpg,data/datasets/public_wound_dataset/masks/public_mask_0196.png,SYNTHETIC,bca0d541b31831e6cd28e939eab852d4929c24002d8c28e59638303e82a5572b
