sample_id,split,class,subject_id,image_path,source_dataset,source_path,provenance,normal_kind,pixel_sha256
yolo_raw_synthetic_wound__syn_wound_0173,test,cut,drawing_yolo_raw_synthetic_wound__syn_wound_0173,data/datasets/efficientnet_reject_v2/images/cut_yolo_raw_synthetic_wound__syn_wound_0173.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0173.jpg,SYNTHETIC,,3fe10bf669db7df3ac3c7db4ed78f0ae4ea11cee87b9834bd62fddec8619cf68
yolo_raw_synthetic_wound__syn_wound_0199,test,cut,drawing_yolo_raw_synthetic_wound__syn_wound_0199,data/datasets/efficientnet_reject_v2/images/cut_yolo_raw_synthetic_wound__syn_wound_0199.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0199.jpg,SYNTHETIC,,0260db7d6421469444df650e19787fa966498b736e090512075c30ac59e9fee6
normal_azh_patches_00be2ad4736f6657b767683186615f3f_0007,test,normal,azh_patches:00be2ad4736f6657b767683186615f3f,data/datasets/efficientnet_reject_v2/images/normal_azh_patches_00be2ad4736f6657b767683186615f3f_0007.png,azh_patches,data/datasets/external/azh_patches/train/images/00be2ad4736f6657b767683186615f3f_0.png,PUBLIC_REAL_PHOTOS,empty_region_crop,b79c00a7d288c5fdd7c54cd658ae6a39bde2fd8925400375775ca0d021125c72
normal_azh_patches_03a29338d44c41efd1856034029cb9cb_0008,test,normal,azh_patches:03a29338d44c41efd1856034029cb9cb,data/datasets/efficientnet_reject_v2/images/normal_azh_patches_03a29338d44c41efd1856034029cb9cb_0008.png,azh_patches,data/datasets/external/azh_patches/train/images/03a29338d44c41efd1856034029cb9cb_0.png,PUBLIC_REAL_PHOTOS,empty_region_crop,9bd7e5d71d76ea30bc2bec387f3851b534409a2b98c123d717f07c03c5a1fb7b
normal_azh_patches_1636f83a5221bc82ca5083fbe9dcaee5_0003,test,normal,azh_patches:1636f83a5221bc82ca5083fbe9dcaee5,data/datasets/efficientnet_reject_v2/images/normal_azh_patches_1636f83a5221bc82ca5083fbe9dcaee5_0003.png,azh_patches,data/datasets/external/azh_patches/train/images/1636f83a5221bc82ca5083fbe9dcaee5_0.png,PUBLIC_REAL_PHOTOS,empty_mask_patch,f1963bb1eea1f2b0df56bad758cc0a742c068c295089153145a2e108335ff43a
ood_reject_noise_10_024,test,ood_reject,ood_reject:noise_10,data/datasets/efficientnet_reject_v2/images/ood_reject_noise_10_024.png,synthetic_ood_reject_v2,ood_reject_noise_10_024,SYNTHETIC_OOD_REJECT,ood_reject_canvas,197cc7aaebf8ad23a165e38e9f61a7afc4b3d4fd642473df2af1d95c60cc4e13
ood_reject_noise_13_027,test,ood_reject,ood_reject:noise_13,data/datasets/efficientnet_reject_v2/images/ood_reject_noise_13_027.png,synthetic_ood_reject_v2,ood_reject_noise_13_027,SYNTHETIC_OOD_REJECT,ood_reject_canvas,4f1adfe4693e2bedb2efb9655e3ba07299c8f8eb9e91baa65eb71fb57a1d3e69
ood_reject_noise_21_035,test,ood_reject,ood_reject:noise_21,data/datasets/efficientnet_reject_v2/images/ood_reject_noise_21_035.png,synthetic_ood_reject_v2,ood_reject_noise_21_035,SYNTHETIC_OOD_REJECT,ood_reject_canvas,499e1ba6caa1f11a1262398796c81ad9232a5f2eb4b03bf3d6dea8ddaf02b3d6
ood_reject_noise_3_017,test,ood_reject,ood_reject:noise_3,data/datasets/efficientnet_reject_v2/images/ood_reject_noise_3_017.png,synthetic_ood_reject_v2,ood_reject_noise_3_017,SYNTHETIC_OOD_REJECT,ood_reject_canvas,2d219522fc05c14dc8f4cb84149e7331be5ab84345be8e44c87e79fb3e4804a2
ood_reject_noisy_gray_6_044,test,ood_reject,ood_reject:noisy_gray_6,data/datasets/efficientnet_reject_v2/images/ood_reject_noisy_gray_6_044.png,synthetic_ood_reject_v2,ood_reject_noisy_gray_6_044,SYNTHETIC_OOD_REJECT,ood_reject_canvas,8c4470a7487f5c8aeb351d3c91703dc98e8cc53567adf5f163e9dc6301c4254e
ood_reject_noisy_gray_7_045,test,ood_reject,ood_reject:noisy_gray_7,data/datasets/efficientnet_reject_v2/images/ood_reject_noisy_gray_7_045.png,synthetic_ood_reject_v2,ood_reject_noisy_gray_7_045,SYNTHETIC_OOD_REJECT,ood_reject_canvas,28058198e0087900c1a16e283e13431c61c2bf20a609f45dd5c5af7b58dd1fb2
injury_sample_0002,train,bruise,drawing_injury_sample_0002,data/datasets/efficientnet_reject_v2/images/bruise_injury_sample_0002.png,injury_dataset,data/datasets/efficientnet_processed/images/train/injury_sample_0002.jpg,SYNTHETIC,,34f64ba8d94f4e4cdfd207fb08ee5c2e5176b6a9f9859d54357eb4c4657f3409
yolo_raw_synthetic_wound__syn_wound_0005,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0005,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0005.png,yolo_processed,data/datasets/efficientnet_processed/images/test/yolo_raw_synthetic_wound__syn_wound_0005.jpg,SYNTHETIC,,fe3afd7ec0b85042da1c11f2985f1f6fcbd99851aea29c6e872819db08dab1ed
yolo_raw_synthetic_wound__syn_wound_0012,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0012,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0012.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0012.jpg,SYNTHETIC,,9b6ccf23860a926d4babfa9d1c9e20c120d96bf9581d4acbf816c21eea1a155f
yolo_raw_synthetic_wound__syn_wound_0017,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0017,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0017.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0017.jpg,SYNTHETIC,,35778770cbee75a6e9f64bd9087296679d3b6611d2e2d02100c7cd38c6ddcf38
yolo_raw_synthetic_wound__syn_wound_0023,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0023,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0023.png,yolo_processed,data/datasets/efficientnet_processed/images/test/yolo_raw_synthetic_wound__syn_wound_0023.jpg,SYNTHETIC,,dca6bf88146600b7120b7828b22e574b4e3bebe247d4b2e0ab99a4622160a3c8
yolo_raw_synthetic_wound__syn_wound_0027,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0027,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0027.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0027.jpg,SYNTHETIC,,16df5da17808b93118b40c2908dd16bf0da90f202554ac487493d590da015925
yolo_raw_synthetic_wound__syn_wound_0028,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0028,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0028.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0028.jpg,SYNTHETIC,,bd8ce6389ca27f4250f97bd3075ba91c72c7b578614a4fd39a8cf1433300db56
yolo_raw_synthetic_wound__syn_wound_0029,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0029,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0029.png,yolo_processed,data/datasets/efficientnet_processed/images/test/yolo_raw_synthetic_wound__syn_wound_0029.jpg,SYNTHETIC,,f46fe43dcbbb30707ae99bc3a025b1c3fee6f3b358cf68a9a2056bbf07b9aebd
yolo_raw_synthetic_wound__syn_wound_0039,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0039,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0039.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0039.jpg,SYNTHETIC,,346865bafda069544c7a637b905f8aeb80efe9a07efe198e42a1e7ac1ea59889
yolo_raw_synthetic_wound__syn_wound_0041,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0041,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0041.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0041.jpg,SYNTHETIC,,093bb23e43ddc222e755c2592bdfc2389d7bf19b519bad7849275fc4e569e94a
yolo_raw_synthetic_wound__syn_wound_0047,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0047,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0047.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0047.jpg,SYNTHETIC,,cdab64279e5fa18e04a1f9845c3250d4c3e0bb753cc8073ff24d8c91d7df2763
yolo_raw_synthetic_wound__syn_wound_0065,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0065,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0065.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0065.jpg,SYNTHETIC,,9ed56f4479add9efd6db10ff36cdb7a8bd4f639b1fbb2aa96d12cd26a0b37624
yolo_raw_synthetic_wound__syn_wound_0067,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0067,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0067.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0067.jpg,SYNTHETIC,,6741928fab9af0524d795357d9cdcf2d3f67fbb508ac920ef5e3b465994d8aaf
yolo_raw_synthetic_wound__syn_wound_0069,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0069,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0069.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0069.jpg,SYNTHETIC,,247bc40d117f9c8baddff7db4b71e7363769b1a71128fcfd8a96621b5a8534b7
yolo_raw_synthetic_wound__syn_wound_0070,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0070,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0070.png,yolo_processed,data/datasets/efficientnet_processed/images/test/yolo_raw_synthetic_wound__syn_wound_0070.jpg,SYNTHETIC,,f3689ecd8f1e6935a32cb1951cf18c6ffa542eef3214e7a25d595d3b0c27bcdc
yolo_raw_synthetic_wound__syn_wound_0075,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0075,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0075.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0075.jpg,SYNTHETIC,,c6098a8f6d62764353ed69be682ad701e11dd140c2b6c8f4f86c832e74f6a246
yolo_raw_synthetic_wound__syn_wound_0076,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0076,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0076.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0076.jpg,SYNTHETIC,,2aaa1bf11a7792f4b83daf797220e4939155cf5f315bddace7f90d683ef5afff
yolo_raw_synthetic_wound__syn_wound_0077,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0077,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0077.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0077.jpg,SYNTHETIC,,9c181d37d616cce531cfd537792ab1dbba6295eaadf022fab7d0a7e85be54e6d
yolo_raw_synthetic_wound__syn_wound_0080,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0080,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0080.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0080.jpg,SYNTHETIC,,bc353164077c9729eb3d5af702b16f1c101093eae9e8ba853dd7a475263f7c09
yolo_raw_synthetic_wound__syn_wound_0088,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0088,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0088.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0088.jpg,SYNTHETIC,,7ffe369b219dab44c4d46c8bbd1f98a2202c8ee0048c2ffdbd667c9c044c65d1
yolo_raw_synthetic_wound__syn_wound_0099,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0099,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0099.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0099.jpg,SYNTHETIC,,2569f1099024b49c92547cf79fb5777df3a8f8b3210cdbc62abc657c0e8337dd
yolo_raw_synthetic_wound__syn_wound_0108,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0108,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0108.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0108.jpg,SYNTHETIC,,24870414d2cca379549bde5de5c314f6cb9255c3a120da4ce4ee3c275d5056d2
yolo_raw_synthetic_wound__syn_wound_0118,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0118,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0118.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0118.jpg,SYNTHETIC,,aac5a7919cb7191c71673879464770223866858b001308964d1fc1637c7e2b66
yolo_raw_synthetic_wound__syn_wound_0119,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0119,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0119.png,yolo_processed,data/datasets/efficientnet_processed/images/test/yolo_raw_synthetic_wound__syn_wound_0119.jpg,SYNTHETIC,,ebf97dd12e2d7a9299c02a6a4afc9bb4d42e22f9b15559dd20775a8f46b04022
yolo_raw_synthetic_wound__syn_wound_0128,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0128,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0128.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0128.jpg,SYNTHETIC,,c4146475dbcc02cfe9ca5d8aecd1c501f33c748b905197d8f96c87865544c426
yolo_raw_synthetic_wound__syn_wound_0130,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0130,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0130.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0130.jpg,SYNTHETIC,,b2b7dde77d0fe106dbe0f1599902c53eec0fbbe8b289223a336a34f58864e06e
yolo_raw_synthetic_wound__syn_wound_0142,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0142,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0142.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0142.jpg,SYNTHETIC,,558fb82bb3f0cb1a2042f87d968b5274b55e49b2be79c7bf2437319ad4d24014
yolo_raw_synthetic_wound__syn_wound_0146,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0146,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0146.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0146.jpg,SYNTHETIC,,2c277b193d76271b446c70e4c7bc475c8d0ddabc1d963313929a13ac2329d95a
yolo_raw_synthetic_wound__syn_wound_0150,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0150,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0150.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0150.jpg,SYNTHETIC,,3e46496c35a089cd7476e5cc0b24a7c4611962730bee8962addd19edead54ebd
yolo_raw_synthetic_wound__syn_wound_0156,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0156,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0156.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0156.jpg,SYNTHETIC,,6b3234a8179e25556ca254fe35b994cf13d26b76311590b70b4ae7b4e143f964
yolo_raw_synthetic_wound__syn_wound_0158,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0158,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0158.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0158.jpg,SYNTHETIC,,ad450b83253ad13b347826ee915c71ec16bcdf9d8c96cfbadc9087f69ff26e84
yolo_raw_synthetic_wound__syn_wound_0160,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0160,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0160.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0160.jpg,SYNTHETIC,,033f34872f2f97517b149bd54cbdfde7afa60f822978aa891bc1f7ebd7bb4faa
yolo_raw_synthetic_wound__syn_wound_0163,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0163,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0163.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0163.jpg,SYNTHETIC,,cd8c027d07ad5141421b46f4f2538b96edd33f0f72652e2ff75016c25907577f
yolo_raw_synthetic_wound__syn_wound_0167,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0167,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0167.png,yolo_processed,data/datasets/efficientnet_processed/images/val/yolo_raw_synthetic_wound__syn_wound_0167.jpg,SYNTHETIC,,d1bdff6c691cd1c31a4ff373c4dea67e6aaab59ef21db4ab7000e2c8786785fc
yolo_raw_synthetic_wound__syn_wound_0172,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0172,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0172.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0172.jpg,SYNTHETIC,,22844990fd880462094f6b197a46664392044d17433073f250b79ad48063bf75
yolo_raw_synthetic_wound__syn_wound_0181,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0181,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0181.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0181.jpg,SYNTHETIC,,55d66d81809ee5dac8e5955d6b5fb1a802e0f086f71f0f59a03fa8ed2094f3fb
yolo_raw_synthetic_wound__syn_wound_0182,train,bruise,drawing_yolo_raw_synthetic_wound__syn_wound_0182,data/datasets/efficientnet_reject_v2/images/bruise_yolo_raw_synthetic_wound__syn_wound_0182.png,yolo_processed,data/datasets/efficientnet_processed/images/train/yolo_raw_synthetic_wound__syn_wound_0182.jpg,SYNTHETIC,,ace1d0125b7e1413b2a57d09858552a8bd829a58061a41b3a0e38fe6ce810c51
