dataset,sample_id,split,subject_id,source_id,path,file_sha256,pixel_sha256
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0218,test,,data/datasets/raw/synthetic_wound/test/images/syn_wound_0218.jpg,data/datasets/yolo_retrain_v2/images/test/raw_synthetic_wound__syn_wound_0218.jpg,269164fde03d8b81b43721814664264dc14a92bf4725188872117e8517c4421c,0ef002639b7b3c2cdea640b9e612e021a9ace869875030ed16fd658f77533d67
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0219,test,,data/datasets/raw/synthetic_wound/test/images/syn_wound_0219.jpg,data/datasets/yolo_retrain_v2/images/test/raw_synthetic_wound__syn_wound_0219.jpg,42c92b1cdd3b2936cd69f9186a396841acad1927ce996f108d8c4174e930535c,f9a519428dbbcc9c9b1e7fd043ff78883ca22e104d5e792227d4f57494a8be40
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0001,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0001.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0001.jpg,90daa6403a2d807f7d68710f70b45685a1d1712237369a6c53d437b2c6d9ec8f,9ffcfede7f152f05e5261a62023c4408e80f8da1a4464071ab0ffea99caa320a
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0004,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0004.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0004.jpg,5922de6ba0b2b6bc9f80377a7eb6ea701fbc6fb07644d378ebec41bc0b11ec77,e5fddf02502f232b741adb95ebdad2f74ff42d64e5c586d8050e8168dda2b5bd
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0005,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0005.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0005.jpg,4d4965671eeb456cc6893477bdd0b0a48da13feb26266b39899b3ae8f66e1deb,8fe078ec1e16a9ba3700ff7c01f621bd3e9512238bec4f5d9ff78e94dfb6ec8a
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0006,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0006.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0006.jpg,a61f6acf20723af460e367599a8526c5aa99d6edafd95d939e9dfd2757eba6f9,7ad5ae53f3b4ee9854420eafdd86f0a81e1fa3fe6dcb5763bf5dbfab389db9c0
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0007,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0007.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0007.jpg,52e18343bb7685a934650e891bacde66d5843e6a61d5c082da4f5b1dff305050,11ea13803f9cfa3cb47a9dc18bcdb4e7ec0834efa3cee0f3847ef17551812780
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0008,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0008.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0008.jpg,7fe7e2d01f470d45e8e35b3e47c6d5685cb0ca074b4e7f3da1e949f9e92f27a9,35a17cf7191e7f02092db9e3957376e56671cb0581c1cf457b4e9940684bfead
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0011,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0011.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0011.jpg,236103de6130e64075ec1ac8e9c98a4df8367a8c4d24ab62535b6ea70a3e039e,776acd754d6576b406e5861bbd446d5c784c2f2271df9984510131e5964d46f4
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0012,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0012.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0012.jpg,4707fc69c6cdf2b68d1e01c499d554d3c51fbbe1dcce7fc7da43a9127f2cfdb5,03fc195440e5a2fd5806a6f6db5d44453917471c47af94f11d75337ad4f4c06d
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0016,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0016.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0016.jpg,afefe5e7ca5432b706fb568b85d1bada801ff1121281c1421d22d72eb544a86c,202605c84328617a85b8e6e4962ec8f89690c0bec77fd1955d10139a930d25ad
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0017,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0017.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0017.jpg,f67a241be034bbbcf895071f26c365b6bc4e15730cba45fee89f0177cc2bbc80,cd21e19258efed1b670493f66f9bfd6c4f139027d0967f8f445724071fc762e4
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0018,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0018.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0018.jpg,4c63b77cb3d8e59a19d0b27e3ca43079f62c224b69cfb7999e740385a2f24da9,4d61622d0c4ad024e15b5e0a44412edca2288aae66cea9d30f85830ccb86bae1
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0020,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0020.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0020.jpg,e94bfad68a1bec5ded3e91e226de59bbc8a378088259569e0d632eaab6826b56,80118bc8b372d1192e1e19fe616727e86f894ea2c55e447c8ea56fc977f874dd
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0023,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0023.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0023.jpg,32d763d05f91f61a7d0ee811fdc0cf86bd6a074606b543c48eb900426909cc95,74d0bde71cb0a99a989622176cac32edfa42b1d4df4fd5d634f8be364fbf664f
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0024,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0024.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0024.jpg,2c3a0d856003e8877201b88a27656ed8001d3e3d6fd30ef7d2d4568aba6d8025,ff2d472240f9d8a998a525ff7d97f6b32771b8a3c3ced8e874b37a9531b61d33
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0027,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0027.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0027.jpg,0dfaa5824372b44882e81d895fc90bc3d8d00f44fef8d33bfb5f8893536a50e8,d4a8e3212606c2a9cbc63bedea91a845708daa08e8493b050931f25b97e01767
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0028,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0028.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0028.jpg,0b2e59ece710162b1158cf4bfe5843e3e8bb8fa2a6d59bf9f1d35e361e183e50,c6635afe37e425d6cee0236a5d082bde3e9699b05e44f3dac15627bf28f9bc5e
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0029,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0029.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0029.jpg,d9f9b97aa182afdad44862282cb282c5da8c52058997f152b94d060c6972f77e,517f0671c1805d0de92a9b2d9101714409f2750abf2cfa00d0113bc475618022
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0030,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0030.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0030.jpg,4f409aace0cec41ce82325e2847a2b37bca51f936d289d45f36e9148055df650,e36ba7ecaf1886eebe8bde65d821af47f34a72615847a33203997ac3494251aa
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0032,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0032.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0032.jpg,55dff52ad3983f3d97c76fccc0fb7c32ca406ab5f3c3093abd44d17d82fc447b,51f335c24ca909136b455b19b21e0659e11cb6a8cf9812753ea1a7b5af4f15c5
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0033,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0033.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0033.jpg,dcc69293c22fad661b4a62350cdaff20b72861f90296894be16632d114860ff4,9fa3f74191b46c523875be7d3164031247bff24b46ce27de3e56b688b916a7d2
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0034,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0034.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0034.jpg,0f86914aa2e1eb948438806263d982b26c0bfae3b86c6f258de3e91fea2411f5,d2333fbf22d5428e7a325044e36bf2ac8b00f7dc0f707dbf8439ef7a7979f3aa
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0037,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0037.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0037.jpg,36f1a951af1863e2933f5ca242e72f71e41c866c57b5af3699736ca5f823632e,fe55fc94fe7fc635db3fcb2c282b641c1da6f03e3746f11f6f52fb58efe77216
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0039,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0039.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0039.jpg,59a400e1e1b18d3007254d261f8255589f4d6b9bc4007a84f6f98c217bd5fc6c,29927c645e87dd60b83449adf621261632cf08dec0a0bf0ecbf8b99eeea6cbff
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0040,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0040.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0040.jpg,4482b6f4d50eb6d8ffd0e0bc9a77b5fd19fbf6df3eb22ae301d3241495b2833f,49368c5a4247b6f0e56924a15bb48c76860789f062faa84b58e149d5aafa6ed7
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0041,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0041.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0041.jpg,5d55879d8e2b5308c45d2b6991475e10f5a02a895a3575392df59b32120bd6ab,da1a90b7f77df4e4023f8868f3fe6c640fc2683049f375fad1d7a32281e8ef06
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0042,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0042.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0042.jpg,e3a948b5e717ab02182659f6cf8f4756c8374ee04485708f9e3654aaed3b7a83,f1745a578b0a6fca25b0c4773e725deb8e7463c145cc638999a56915b1f21762
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0045,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0045.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0045.jpg,1d388d5ada4475e457f18e40f98337d13dcba26af203d549ed35b32c113339e6,4fa764c119b66724a963258871385eb1dbed0a621cf8ce612f9731397da039f4
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0047,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0047.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0047.jpg,54a7d62b658f7dbf265d0fd8179cecc68ed3ec391d24c4462ee2731403886351,67da7241c67ac1b0fb44360d6dcfac7405f44c904b585465986fc1ecf4df4858
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0048,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0048.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0048.jpg,86ab79cffb4b5565a7aa71c7d1b02e5fad9c6cba5c928e2ed82716c92de2a520,0eda472d29f702a7b52a75ed6d3259898e1b0d41dc441388980dbee73c9cae81
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0049,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0049.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0049.jpg,d05f0725d30928b179f591f608823ae1403957ae2965b122108c15b354e75ce6,86be03f00526ff04a3646460ac96dc44239332b363fdf2007a64a2ec01fe11a9
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0053,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0053.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0053.jpg,204e60cd90a76ad7db30938ddc53710ccbd9cf35f6d977d74ed3f6f6809671ee,32bb1d93126d5025fcc34ed747f3872c74d13e6e924f783a9260f0a9761d6707
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0054,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0054.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0054.jpg,21dca03636d9938aa14d9203fb399932605c69d4aa8d3179516c407c6d143b08,edbb673356ebc2046f84a9ddac4b5ceeb04173cf2239c713be9a8472de61829b
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0059,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0059.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0059.jpg,abd43458c0b22dc5191a752ff5784d6711bc2ddf4fcb21402ef4c02356ad0aa4,6a40e377b3607e2b6cd4063bf4542c89faa93a12f1c9d93504b0eebc6a5a7d2e
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0062,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0062.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0062.jpg,46aec19889eb439e52cb2b0534c9d8f6b65a79dbe63a1943db6f05e4c3dab57f,db5dd4882085cd8da15fd4454506dd50b8a67c6145cc35cfce919ec55b57762c
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0063,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0063.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0063.jpg,6fd78a45d925099bd76b8a5913f493d64c22626202b563ee9988124c50f2e0b9,a6a1239463b7d76efe0b70d41320f6ec246a465662d68ea8aab8e39ac9345134
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0064,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0064.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0064.jpg,aec60dbd102e8724dda7be76b7740da8329ca0552b6057cc3ec39becef05ca90,692e2dbaad2e4178cd2fcc77065653abf2e75a37ec25d3d7e4519ce8f4bdef1b
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0065,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0065.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0065.jpg,80fc6a788f5e20c955fbabbed784b4046a2df9df9cf52335f44392a9162fb010,e2052474a2321d051a605dd2ea652c88eee60f12f392fec1ebee13ca1da7cd79
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0066,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0066.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0066.jpg,8d7cec20a440617547a2185c3d58ea7a8951730c61af43b5287863c5e26a7483,5dd36df44561e5da3902d3ef73a60475719c352e4344a068de11765aaa05af1e
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0067,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0067.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0067.jpg,4cb17cd41e0fd066a794cbc8eba19a109f4642cbc37e1f0d9374ed4c7ee5652d,34c0dc2db58161df2f1957c07524ec6dcd2fb3171bf6aaf270d401cb2ce2cc3c
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0069,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0069.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0069.jpg,23108e278b4740aee89cfbe7902b7013bb55c6254dc2cdc15a6a82718d6be343,925bdfb5b278b54eef2a533052bd99846fd8da3ecdeaac41d15ee8aefa09956b
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0070,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0070.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0070.jpg,a14d68c0322bb4465811c83e84667c7a330b54a6830cc6f3cc02e96575cd9925,daab2ebc9dc1336062ac4eed7740cac36f1fd9a984619a860719bc78ce74ea16
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0071,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0071.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0071.jpg,9d48a1add936d188bf258989f65f37d09090be87cb36e105646b58ee62e93dbe,bc2acb60fbe3c46f99b18e341538801c11a8cdbb4accc2293d1825bcf5c45b94
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0072,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0072.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0072.jpg,07c51af0368141af5145e34bd74b5606c412b4503c1fdac53cf8d7ce4181e191,dd248d0999ead6cd5d109c7c04df62a8ac404a688dba43ff718494a6f8908a06
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0075,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0075.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0075.jpg,7f7ec801aceebec636af0ef09d7891d5028e64bbdaf828db9395d3a32cc8ada6,dc45d94a4bc2b47d2cffde8d95f3e148f45b3ae39d2c477bba584a085a43419e
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0076,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0076.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0076.jpg,31fa84ce06badd5c4a040ad40f29c25d26e8282425dddb41574c77cfe49e9069,28d905b4d0871152c2837cd96c254733a1a718345a109e3c525fdcd2f4453856
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0077,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0077.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0077.jpg,6e2606a459dcbeace089208c98c5c305c13960915179464a1ae389e5e1d766bd,5b491afb846489aaa85989a6d4e80ddb8f413e4994e4452e20850ca07a97d8e5
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0078,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0078.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0078.jpg,9a9547a0dcbab387080ab2fc328c45edf061d8a63a02e94dbf56558b7f778da6,654653130df0732d029d5e05ac314285a843e3c41a53ea2a4f2bd3e80d33402e
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0079,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0079.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0079.jpg,e5ca2eed93d5e12645fc10f81c000d2da26ea06f2eb18e60e3f85f54a7441dfd,7b5c6ab7c757b7e3ac63a93bf31b712bcaf88de529185ced33756256ad907e3c
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0080,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0080.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0080.jpg,993b26ee8ba7bc0834684132326073d891f213892893508f477bb816f8fdb014,28bf913e4a859b23fc50c21f0e443f6d5ab9e3a6e65e8522e93e74f5bb1bd0b0
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0081,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0081.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0081.jpg,cc5e33ba5341889b9968b10d761161760db50b32d48f069901a8ef1287ca5bfc,8a64b366b35b4e7c24d20a239a6ef1069ca1e4b697712170de0baa44d7d56e4f
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0082,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0082.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0082.jpg,6e46ca8b12ead4728de4c49387aeb4afbb25a4ffcc3934d388ae0f12adc84317,6a3f514158344d5323d34c1616e43c8a442237200c66447b93a670c00c528cd6
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0084,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0084.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0084.jpg,1a67419baa8dfa1da0fb900f527942023e871b8281dd615c65c43d242507265e,5754d85eeedcf71aa4937ab93030aac1f21f63a4e6eec9673443058f03bed4e7
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0085,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0085.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0085.jpg,cec6e58bef1593d682a260c18bd6c81e7ae056e779044aef3e06ffa962c10ca6,50fc934bac39729d7d1d14af2408d4ac94d7b8050f04863989830a5c09994240
yolo_retrain_v2,raw_synthetic_wound__syn_wound_0088,train,,data/datasets/raw/synthetic_wound/train/images/syn_wound_0088.jpg,data/datasets/yolo_retrain_v2/images/train/raw_synthetic_wound__syn_wound_0088.jpg,e9941eb1d8c9aba1b0f9a0e8f5779f0f134de64825665f8057b53701fe9cb485,d1c2582da98d02162eb6d4b39d70b44ded98bada86e19b3587197371eaa411fb
