sample_id,split,kind,class,empty_mask,mask_area,image_path,mask_path,source_dataset,source_path,source_mask,provenance,license,pixel_sha256
wseg_47429345,train,positive,wound_unspecified,False,0.19506,data/datasets/unet_public_real/images/wseg_47429345.png,data/datasets/unet_public_real/masks/wseg_47429345.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47429345.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47429345.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,30b1f4f52d1ed1367e4ff325eba18ef8402a3908804f960090d4f6eb028186a5
wseg_47539401,val,positive,wound_unspecified,False,0.200336,data/datasets/unet_public_real/images/wseg_47539401.png,data/datasets/unet_public_real/masks/wseg_47539401.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47539401.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47539401.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ced1c3f3d9a4a0febc2356065071f637084e2e29c7a109e6d9121f788c3463a1
wseg_47741107,test,positive,wound_unspecified,False,0.212831,data/datasets/unet_public_real/images/wseg_47741107.png,data/datasets/unet_public_real/masks/wseg_47741107.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47741107.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47741107.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,606d617f7540533e3ce31a39b32d1d6cccc9aca967a90ed973363127e7f2d02c
wseg_47825088,train,positive,wound_unspecified,False,0.133095,data/datasets/unet_public_real/images/wseg_47825088.png,data/datasets/unet_public_real/masks/wseg_47825088.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/47825088.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/47825088.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,4b89c452fefa17e0d25c1d1cf1cb9598ebf24f6f573b5ccdc35bdd6120468d7d
wseg_48014696,train,positive,wound_unspecified,False,0.10919,data/datasets/unet_public_real/images/wseg_48014696.png,data/datasets/unet_public_real/masks/wseg_48014696.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48014696.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48014696.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,9d8034e9c3eb08a19f969be2e927d04334a564459256885985b85ae9892e4cd7
wseg_48150917,train,positive,wound_unspecified,False,0.123931,data/datasets/unet_public_real/images/wseg_48150917.png,data/datasets/unet_public_real/masks/wseg_48150917.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48150917.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48150917.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,de550383d35935641ae3e2f81ab2da4513020358061b644a7509dcb2524d2f6c
wseg_48329859,train,positive,wound_unspecified,False,0.343763,data/datasets/unet_public_real/images/wseg_48329859.png,data/datasets/unet_public_real/masks/wseg_48329859.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48329859.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48329859.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,03f55395843d44331d158dee43f70ba3e3061b306445cb3bf9ecea6d1faba270
wseg_48480354,train,positive,wound_unspecified,False,0.071933,data/datasets/unet_public_real/images/wseg_48480354.png,data/datasets/unet_public_real/masks/wseg_48480354.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48480354.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48480354.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,f7894849225d18d6df1bd281cc47ebdbb334f67dbc496b412a97bc07ef36df75
wseg_48840892,train,positive,wound_unspecified,False,0.22466,data/datasets/unet_public_real/images/wseg_48840892.png,data/datasets/unet_public_real/masks/wseg_48840892.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48840892.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48840892.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,72b459e33b43cb177ccd2e4bf30f5811b86bc1afd4a9ca6dcfa7970ec9958613
wseg_48959561,val,positive,wound_unspecified,False,0.192924,data/datasets/unet_public_real/images/wseg_48959561.png,data/datasets/unet_public_real/masks/wseg_48959561.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/48959561.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/48959561.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,44049e233bfe26f9f53040f8013ea3cf29156c93793aa2c2f8bb76c06539d690
wseg_49153350,test,positive,wound_unspecified,False,0.46899,data/datasets/unet_public_real/images/wseg_49153350.png,data/datasets/unet_public_real/masks/wseg_49153350.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49153350.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49153350.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,e8bba4029219cdd9a04e00a00f8e17e29734b079e198e886283b94e95b56efef
wseg_49366010,train,positive,wound_unspecified,False,0.40278,data/datasets/unet_public_real/images/wseg_49366010.png,data/datasets/unet_public_real/masks/wseg_49366010.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49366010.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49366010.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,2c55a04b0cf64a0d291e4c1c0378b87154f8f4f5147b299567ad7704fdf48792
wseg_49438944,train,positive,wound_unspecified,False,0.178184,data/datasets/unet_public_real/images/wseg_49438944.png,data/datasets/unet_public_real/masks/wseg_49438944.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49438944.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49438944.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,6658268b5b11b7c2e2abe79c1439151d594d8ca1609b4809a4039b8af3e4d1a8
wseg_49606069,train,positive,wound_unspecified,False,0.026944,data/datasets/unet_public_real/images/wseg_49606069.png,data/datasets/unet_public_real/masks/wseg_49606069.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49606069.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49606069.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,73925a67b8e21651b88face8d62524670be66d24f749ccabbe55a924bb95de05
wseg_49668471,train,positive,wound_unspecified,False,0.06736,data/datasets/unet_public_real/images/wseg_49668471.png,data/datasets/unet_public_real/masks/wseg_49668471.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49668471.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49668471.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,098759a01fa3fc4c51c5bab5d0af696c0317c475655a0cbefa86de1bd66b73cf
wseg_49828017,train,positive,wound_unspecified,False,0.176486,data/datasets/unet_public_real/images/wseg_49828017.png,data/datasets/unet_public_real/masks/wseg_49828017.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49828017.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49828017.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,140725aed97676d5a9ccd42d7443fe90ac8675b1334f9f03873ddc8d031a2f71
wseg_49982541,train,positive,wound_unspecified,False,0.064731,data/datasets/unet_public_real/images/wseg_49982541.png,data/datasets/unet_public_real/masks/wseg_49982541.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/49982541.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/49982541.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,bffaa925d2450161c2df5dde9072f55b271e44c8ae9a4e419c5cfcae1c805e44
wseg_50100662,train,positive,wound_unspecified,False,0.223008,data/datasets/unet_public_real/images/wseg_50100662.png,data/datasets/unet_public_real/masks/wseg_50100662.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50100662.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50100662.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,dbde83f96501217614a54c5c1afa27cc3e7083d9bc79a91b50d48ed6835c4ecb
wseg_50211691,train,positive,wound_unspecified,False,0.229279,data/datasets/unet_public_real/images/wseg_50211691.png,data/datasets/unet_public_real/masks/wseg_50211691.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50211691.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50211691.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,fe312cb117ad514de09d403bb8ed27bb0b681e81345819bb0bba8356a3606949
wseg_50459613,val,positive,wound_unspecified,False,0.147178,data/datasets/unet_public_real/images/wseg_50459613.png,data/datasets/unet_public_real/masks/wseg_50459613.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50459613.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50459613.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,5bf4ed67bba5a7bde4160446198fb92c998f892be6c51a4ae547418e0841c105
wseg_50685239,train,positive,wound_unspecified,False,0.127847,data/datasets/unet_public_real/images/wseg_50685239.png,data/datasets/unet_public_real/masks/wseg_50685239.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50685239.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50685239.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,6aa6b4a80e5fa7f7bfc1c23690b96062b9c9ecf108ecfca81c44a57795b481b0
wseg_50750226,train,positive,wound_unspecified,False,0.094212,data/datasets/unet_public_real/images/wseg_50750226.png,data/datasets/unet_public_real/masks/wseg_50750226.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50750226.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50750226.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,bb165bcac51d5e439206b969e844f29dcccfbc1a2c635ec7fee26d72dd65296e
wseg_50989831,train,positive,wound_unspecified,False,0.226175,data/datasets/unet_public_real/images/wseg_50989831.png,data/datasets/unet_public_real/masks/wseg_50989831.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/50989831.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/50989831.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,bbe359c7ac6c6e0491d6851732c040644870707fee7553adb867045af479e7c8
wseg_51161737,train,positive,wound_unspecified,False,0.025602,data/datasets/unet_public_real/images/wseg_51161737.png,data/datasets/unet_public_real/masks/wseg_51161737.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51161737.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51161737.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,9ba312829368b5edcfc8d32bc076b606642a4fd1ada7af3d507061b57139a0a9
wseg_51247698,train,positive,wound_unspecified,False,0.163252,data/datasets/unet_public_real/images/wseg_51247698.png,data/datasets/unet_public_real/masks/wseg_51247698.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51247698.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51247698.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d26f578e17672573c5cce56f6cc8bf84f47c96c29b26c9b92a412df7b5e7f54f
wseg_51353932,train,positive,wound_unspecified,False,0.128705,data/datasets/unet_public_real/images/wseg_51353932.png,data/datasets/unet_public_real/masks/wseg_51353932.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51353932.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51353932.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,06dce80cb81f46126fa8e44d3435aa8f74c8059eb0fe0aca263d2b7fc39e0610
wseg_51430499,train,positive,wound_unspecified,False,0.06757,data/datasets/unet_public_real/images/wseg_51430499.png,data/datasets/unet_public_real/masks/wseg_51430499.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51430499.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51430499.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,1c5840ecfbf0779a369ce6774809af9cd7db77557328824106dbef86d7f5e74d
wseg_51500874,train,positive,wound_unspecified,False,0.184445,data/datasets/unet_public_real/images/wseg_51500874.png,data/datasets/unet_public_real/masks/wseg_51500874.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51500874.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51500874.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ed9050010951d31c0dc0ebd2f30f41205ce929d94910bc7a8599f84d990c6552
wseg_51557371,test,positive,wound_unspecified,False,0.207437,data/datasets/unet_public_real/images/wseg_51557371.png,data/datasets/unet_public_real/masks/wseg_51557371.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51557371.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51557371.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,3070956ff8e7c70338e12796eeffd3864d7005427d3ab181ae67c8fb43b88318
wseg_51699935,val,positive,wound_unspecified,False,0.08576,data/datasets/unet_public_real/images/wseg_51699935.png,data/datasets/unet_public_real/masks/wseg_51699935.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51699935.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51699935.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d66fe736489a132a457f7c79003252f31fe2797abd79ecc3bb45e6e3ec0f1044
wseg_51782743,train,positive,wound_unspecified,False,0.071166,data/datasets/unet_public_real/images/wseg_51782743.png,data/datasets/unet_public_real/masks/wseg_51782743.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51782743.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51782743.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,11d2776b3c2db1e423e8a21725efcbdf023c246633c24c01d8b5048a9c9e0f45
wseg_51843446,train,positive,wound_unspecified,False,0.176395,data/datasets/unet_public_real/images/wseg_51843446.png,data/datasets/unet_public_real/masks/wseg_51843446.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51843446.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51843446.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,e8f12c04459f1f3fb60534a5478e0ef5529098f22ccbc4dd7157f5cd4d2ec2e7
wseg_51917953,train,positive,wound_unspecified,False,0.086135,data/datasets/unet_public_real/images/wseg_51917953.png,data/datasets/unet_public_real/masks/wseg_51917953.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/51917953.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/51917953.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,4577116d0ac428dc91a1b35b736b2db5d265b2c8ba8b6f0dbc03c0b3b593693b
wseg_52027939,test,positive,wound_unspecified,False,0.11516,data/datasets/unet_public_real/images/wseg_52027939.png,data/datasets/unet_public_real/masks/wseg_52027939.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52027939.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52027939.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,16cedec86c03809c757dcc6ecd8606e33f52a67dce572c78865ed49398ba1b13
wseg_52103288,train,positive,wound_unspecified,False,0.013381,data/datasets/unet_public_real/images/wseg_52103288.png,data/datasets/unet_public_real/masks/wseg_52103288.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52103288.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52103288.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ce6512ed82cce246b43ccdce2fd1ec3c1828e542df7876f0c5674be3dbf62e4d
wseg_52122470,train,positive,wound_unspecified,False,0.211252,data/datasets/unet_public_real/images/wseg_52122470.png,data/datasets/unet_public_real/masks/wseg_52122470.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52122470.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52122470.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,8c85200e181f1fe25b02ef006ac59ffab5e372c1e7297826ba5168c5c543033e
wseg_52216726,train,positive,wound_unspecified,False,0.133779,data/datasets/unet_public_real/images/wseg_52216726.png,data/datasets/unet_public_real/masks/wseg_52216726.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52216726.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52216726.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,68a743c07ca660f2735a96186b8349c955750a1d27f4b693e5623c9da5eb4bec
wseg_52239175,train,positive,wound_unspecified,False,0.07541,data/datasets/unet_public_real/images/wseg_52239175.png,data/datasets/unet_public_real/masks/wseg_52239175.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52239175.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52239175.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,0f100eec7d38b5ec1739faab4ec739364345436061559df95c354e16ad2a358b
wseg_52313037,train,positive,wound_unspecified,False,0.045883,data/datasets/unet_public_real/images/wseg_52313037.png,data/datasets/unet_public_real/masks/wseg_52313037.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52313037.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52313037.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d5707eae4574a3cc2dc7ca9bbdd407f120480d9d879e8ef7f5be380478df469c
wseg_52332887,train,positive,wound_unspecified,False,0.377963,data/datasets/unet_public_real/images/wseg_52332887.png,data/datasets/unet_public_real/masks/wseg_52332887.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52332887.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52332887.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,e885dd39646b7b9bf3752638c6f70c76a0d40735a73079c69e9bd083ecf3d495
wseg_52385862,train,positive,wound_unspecified,False,0.044578,data/datasets/unet_public_real/images/wseg_52385862.png,data/datasets/unet_public_real/masks/wseg_52385862.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52385862.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52385862.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,144278ad859b7b3fd65f80d789ea1b8fd3e2e02cb066683e51b531feb82210a8
wseg_52476180,train,positive,wound_unspecified,False,0.299057,data/datasets/unet_public_real/images/wseg_52476180.png,data/datasets/unet_public_real/masks/wseg_52476180.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52476180.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52476180.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,1f6c3f4227538c2ac383525272be399672d42d975ddbc7e719813b8be4650684
wseg_52537453,val,positive,wound_unspecified,False,0.06746,data/datasets/unet_public_real/images/wseg_52537453.png,data/datasets/unet_public_real/masks/wseg_52537453.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52537453.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52537453.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,565295566a2a226d181d082a8a5c3c438e7c075822c50d4e63b1c4f10aac46e4
wseg_52569537,train,positive,wound_unspecified,False,0.125912,data/datasets/unet_public_real/images/wseg_52569537.png,data/datasets/unet_public_real/masks/wseg_52569537.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52569537.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52569537.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,7ee6f932824c3bf95e3e2d63ecc6f0a531f8a368e675651096a1b732be191faa
wseg_52611088,test,positive,wound_unspecified,False,0.052236,data/datasets/unet_public_real/images/wseg_52611088.png,data/datasets/unet_public_real/masks/wseg_52611088.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52611088.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52611088.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,b63b58e5bf9528e780d2eae7675d6b48033e08b198cb6054e764ebc26e96f620
wseg_52701993,test,positive,wound_unspecified,False,0.092067,data/datasets/unet_public_real/images/wseg_52701993.png,data/datasets/unet_public_real/masks/wseg_52701993.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/52701993.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/52701993.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,14aea0998a996c4e1c7fe331d9d72105aa27dd9d4c7a64d7eb6ef10ef03164a5
