image_path,class,split,source,pixel_sha256,license_note
data/datasets/efficientnet_kaggle_v1/train/abrasion/cd14d4f566e9b67a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (44).jpg,cd14d4f566e9b67a76d3e7860be3b31feb8348a90a0e69026d4b2115344dea33,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/8d66e46b8cabcdc4.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (45).jpg,8d66e46b8cabcdc416be02d3d2e05f56eb7fd70cdbba3d10d4f7d501dec94ec9,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/8bddf30768b4e697.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (46).jpg,8bddf30768b4e69743f2aabb3863cc611f3023e83e4af9c1793769d2a9570ae4,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/6b04cd00bcc2ea0a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (47).jpg,6b04cd00bcc2ea0a832b6b775b0f02ce7291096d6daa113d978b58f867b057ee,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/968b6ddb98965be3.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (48).jpg,968b6ddb98965be3a6c5fcc7e1362b8d5eb2bf7f8066eb0dbc86c40c725543b8,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/2fffd9a789f72648.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (49).jpg,2fffd9a789f72648505fc2df4f4a2f414dfaaf01c0ddfff16733dade0e08f419,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/66d1b4fb3716adea.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (5).jpg,66d1b4fb3716adead2753ee7131c84755aabb4ed714fc6b9d170138b3ecac2a9,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/cf87a13776abc0e8.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (50).jpg,cf87a13776abc0e8aa95600707f3fbd7268c91fe13c468accafbcd34024f219f,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/9c4b8227610f4a5c.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (51).jpg,9c4b8227610f4a5c83d66e46c87193abbaa87d2d46cba0ad7c14cffefa037cbe,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/651fd401e4ee02f1.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (52).jpg,651fd401e4ee02f153a4122d108d2706d4c702bbccdf85a93161f807f9836627,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/5b6aa6c28c5de423.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (53).jpg,5b6aa6c28c5de4237c1e15e9ae834d06484542e1f64d1678e49a67aba0329d8a,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/7849a2d176035903.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (54).jpg,7849a2d176035903c5fec388ba3da245d4f1be58082624c3cce4c883a939aeb8,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/b810840647c22945.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (55).jpg,b810840647c229450676cf5c8d3434e6852a4463b83945d5c9662a4dae2822e9,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/a485d252d911918b.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (56).jpg,a485d252d911918bbfde7d50a42871db1920a6a9274f8ca87feccfcdbdf6103e,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/39cb8f339a920986.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (57).jpg,39cb8f339a920986c6193620ff971152db4040add1f4cc619d96aefb40aa7333,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/7731a33d9c5c5e12.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (58).jpg,7731a33d9c5c5e12a9d7507a9cb5f7bbbe27d5cc8adff9b9fe63ddf957c8c055,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/8242c6418b765eaa.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (59).jpg,8242c6418b765eaa0858c8bae12c6d91e74760e2bc667051f4d092a410806a45,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/eb92d1fbbd8890fe.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (6).jpg,eb92d1fbbd8890fedfb2f5206292d5f32fdf34d3eb109564b163379a3e624174,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/666da8d521995991.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (60).jpg,666da8d52199599155348de1560dc9274305b855c9bbe4f38bdc6f53ce631bc2,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/9549325c71de74c3.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (61).jpg,9549325c71de74c3de0c11b99f278b7b678377053ac4c0ab3425ed5da4ce4cf4,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/843fc0d835a82e2a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (62).jpg,843fc0d835a82e2ad465367c42eb1cca6eb015d1942a4cea2643073578fec9c6,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/3fa38f59100fc5a5.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (63).jpg,3fa38f59100fc5a5788229a595e393d3967561a460f19ba94e20e7bfab2136b6,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/6db140c626577726.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (64).jpg,6db140c626577726e1fd852f6e2ba645ba86a445ff9c7c6f3997e415f86f88bd,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/80c29821d88b3061.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (65).jpg,80c29821d88b3061ec7036400cfd2856b0269a3f5394acd8e315efcf806e641d,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/622cff67df0564a1.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (66).jpg,622cff67df0564a12bca313a1447ce3970bc2ef9cae02630bf690cfd8c676183,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/c3555ded4ed6e268.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (67).jpg,c3555ded4ed6e268d0e41dfcc108942bed9829ce8f103f30e8b72c4afbf417af,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/125450608076052f.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (68).jpg,125450608076052f6b30f6e3f517c0a40b92a1f72296359a8f95b2a0c63f13d3,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/e2d26cbac9f9f347.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (69).jpg,e2d26cbac9f9f34715d136350602de6e581bd7f8ed93aeb9978024151e874b72,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/08a31ef7f5c2f9e5.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (7).jpg,08a31ef7f5c2f9e539a242e62c0db9714c7afeb25c10d2d8a3a4622dac208d76,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/5d906909a18aaa7d.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (70).jpg,5d906909a18aaa7d4d619adfa7805d9cf0becc656c5b5e9e2fbeb14a48c52812,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/3052fa6421e2b868.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (71).jpg,3052fa6421e2b868c9fb747a0f504c749b8beb0c13f92630125a96ae43cf2c7e,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/c4d22d9ef7911fba.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (72).jpg,c4d22d9ef7911fbae389ef6324e96fc6723666811c2c3fde074a872316801e39,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/360564f370703563.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (73).jpg,360564f3707035633a76f9dd90c3faa5c24220f356b806e4522fe5b6b67113f4,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/c8ac2899ae40dc69.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (74).jpg,c8ac2899ae40dc69f7a61c8ba023beb507985c66608fb979d727bbb3fa3743df,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/ab950857e37ad35d.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (75).jpg,ab950857e37ad35df2be05da30808c863cbd600e8b5e70dad33eba4e7ad88152,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/610116248c6fe8ea.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (76).jpg,610116248c6fe8ea80c882c3fc014f7c16fa3a2193dbdcf598c7c7bcb543ab52,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/769157f98f0c0745.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (77).jpg,769157f98f0c07454f18668fc9ffde8de948cd45b9d90f352ba787d2f050a5d0,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/d545054354be2630.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (78).jpg,d545054354be26304081d76bc859fe0509e28c66dd4a93b49c64d6ab9781eb62,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/9ea76d26dc340628.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (79).jpg,9ea76d26dc340628542863d5210dd1156e38fb62c95a63a0d0a3492a1f89c66b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/10faf0edc7568d31.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (8).jpg,10faf0edc7568d317aaa4a95e8b8c48183f6832d943497c724afb5ddbe7755b6,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/b843510084c3a376.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (80).jpg,b843510084c3a376b6555e5f89ba84cd7695e39a3f2dca4d3deaec8352bb6d1d,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/c6fab97b28b56a77.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (81).jpg,c6fab97b28b56a7726dc9ee9bfd995985a385963b74e962ed19ce6f6bba32ade,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/be6145af049ced93.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (82).jpg,be6145af049ced9391a364150ec5bd76430d39c88e563c342cabcbce3caab728,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/87004e29ac7b3eda.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (83).jpg,87004e29ac7b3eda7e16f418b686f5221b497efce233d95ed2a52338a5b8d341,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/316fa7ad662097c9.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (84).jpg,316fa7ad662097c9d33b76c22b42f8836284e302b0a7eec6d7e94372a7dba400,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/2f529c001b433f16.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (85).jpg,2f529c001b433f1694a71a46d4b4df0a600a4393b8d06a17c3c7e993f6b44042,kaggle_card_license_unknown_review_before_redistribution
