sample_id,split,dest_image,dest_label,source_dataset,source_path,source_label,source_stem,source_split,provenance,pixel_sha256,byte_sha256,width,height,kept_classes,dropped_classes,boxes_in,boxes_out,boxes_merged_away
raw_synthetic_wound__syn_wound_0208,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0208.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0208.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0208.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0208.txt,syn_wound_0208,test,SYNTHETIC,4692bd9a0fea511b4f37be098ca0395e401c486622b74176d55253dc08df5cb8,e7da66b4e54bd1c7d4bdfa867288df0eb9f2b572e58070dd387c016aaac4c8a4,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0211,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0211.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0211.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0211.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0211.txt,syn_wound_0211,test,SYNTHETIC,a676dfeae7aaf7f6ac947305ed4dfd13394d1870af7c360018311d93f66321a3,488c741efb5b581313d5483c908469a728229d935b6ecc6027979f09181c948f,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0213,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0213.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0213.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0213.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0213.txt,syn_wound_0213,test,SYNTHETIC,921f43a5959736f3c052af0ada0c277d465a1d805e64fd2a7747f677055c86f3,800b251c417f84c348fd6511f501a4980e5bddccdd984d8c18101446df1e00ec,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0216,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0216.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0216.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0216.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0216.txt,syn_wound_0216,test,SYNTHETIC,f5dfdeaf11980dbe2ab8c21db482087de465c06b73adf5211068993ca2896442,6bef9bf6656b83da50efeff429dbedd6745a1440de6a38588095f8817030d8cc,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0218,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0218.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0218.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0218.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0218.txt,syn_wound_0218,test,SYNTHETIC,af89df1907e354b95de0c09fc268ce623ab011305f4e80fd0217a3cfb264d4a5,269164fde03d8b81b43721814664264dc14a92bf4725188872117e8517c4421c,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0219,test,data/datasets/yolo_processed/images/test/raw_synthetic_wound__syn_wound_0219.jpg,data/datasets/yolo_processed/labels/test/raw_synthetic_wound__syn_wound_0219.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/test/images/syn_wound_0219.jpg,data/datasets/raw/synthetic_wound/test/labels/syn_wound_0219.txt,syn_wound_0219,test,SYNTHETIC,18f3c9bf3a4661ae7f556170b85aae83221e79d5881a1384647021b520250941,42c92b1cdd3b2936cd69f9186a396841acad1927ce996f108d8c4174e930535c,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0001,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0001.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0001.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0001.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0001.txt,syn_wound_0001,train,SYNTHETIC,bd773b45fe4e5c167863263c66a45d2eab6ca9a64eb7420a64837c2ee3e7fd51,90daa6403a2d807f7d68710f70b45685a1d1712237369a6c53d437b2c6d9ec8f,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0004,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0004.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0004.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0004.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0004.txt,syn_wound_0004,train,SYNTHETIC,c33141291e1768f503b9e2fe7a06b48cf14e8e562b599ec2a7186d7facfc0d4c,5922de6ba0b2b6bc9f80377a7eb6ea701fbc6fb07644d378ebec41bc0b11ec77,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0005,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0005.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0005.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0005.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0005.txt,syn_wound_0005,train,SYNTHETIC,fe3afd7ec0b85042da1c11f2985f1f6fcbd99851aea29c6e872819db08dab1ed,4d4965671eeb456cc6893477bdd0b0a48da13feb26266b39899b3ae8f66e1deb,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0006,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0006.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0006.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0006.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0006.txt,syn_wound_0006,train,SYNTHETIC,277714de5ed0995331109d02b7eb27a9f8a2a9ced8943590c1de89fbaa0a49e0,a61f6acf20723af460e367599a8526c5aa99d6edafd95d939e9dfd2757eba6f9,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0007,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0007.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0007.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0007.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0007.txt,syn_wound_0007,train,SYNTHETIC,6a909cf3749b2d12ef8cc7083d708811e978cf3fd78d380a940f9be622ddd58d,52e18343bb7685a934650e891bacde66d5843e6a61d5c082da4f5b1dff305050,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0008,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0008.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0008.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0008.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0008.txt,syn_wound_0008,train,SYNTHETIC,ff7af743d0632bfc6b83e790379c882ce5a7882dcb4aa927f4d70b907284912e,7fe7e2d01f470d45e8e35b3e47c6d5685cb0ca074b4e7f3da1e949f9e92f27a9,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0011,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0011.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0011.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0011.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0011.txt,syn_wound_0011,train,SYNTHETIC,a6400be4ade86ca20dcb216fb118facb0aaffa1f41e9a6117936661225551eba,236103de6130e64075ec1ac8e9c98a4df8367a8c4d24ab62535b6ea70a3e039e,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0012,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0012.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0012.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0012.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0012.txt,syn_wound_0012,train,SYNTHETIC,9b6ccf23860a926d4babfa9d1c9e20c120d96bf9581d4acbf816c21eea1a155f,4707fc69c6cdf2b68d1e01c499d554d3c51fbbe1dcce7fc7da43a9127f2cfdb5,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0016,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0016.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0016.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0016.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0016.txt,syn_wound_0016,train,SYNTHETIC,918c8a0fca7f51b149be09ffa4632d0543e88ea7c9a0ceeab3e97240fdd6251c,afefe5e7ca5432b706fb568b85d1bada801ff1121281c1421d22d72eb544a86c,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0017,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0017.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0017.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0017.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0017.txt,syn_wound_0017,train,SYNTHETIC,35778770cbee75a6e9f64bd9087296679d3b6611d2e2d02100c7cd38c6ddcf38,f67a241be034bbbcf895071f26c365b6bc4e15730cba45fee89f0177cc2bbc80,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0018,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0018.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0018.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0018.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0018.txt,syn_wound_0018,train,SYNTHETIC,f7602ae01c1b22d3bc57bb83551d56c36744362e6268c75aaae745c604ddc529,4c63b77cb3d8e59a19d0b27e3ca43079f62c224b69cfb7999e740385a2f24da9,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0020,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0020.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0020.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0020.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0020.txt,syn_wound_0020,train,SYNTHETIC,19957e89f860be0290b3f789883c1c4357936a6cff62e45d5b39b2772fd13a60,e94bfad68a1bec5ded3e91e226de59bbc8a378088259569e0d632eaab6826b56,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0023,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0023.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0023.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0023.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0023.txt,syn_wound_0023,train,SYNTHETIC,dca6bf88146600b7120b7828b22e574b4e3bebe247d4b2e0ab99a4622160a3c8,32d763d05f91f61a7d0ee811fdc0cf86bd6a074606b543c48eb900426909cc95,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0024,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0024.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0024.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0024.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0024.txt,syn_wound_0024,train,SYNTHETIC,a6b8c66b9cae73974d9d2c1af75dc027f3d8cea80ae4bf0b8dd4672c49665109,2c3a0d856003e8877201b88a27656ed8001d3e3d6fd30ef7d2d4568aba6d8025,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0027,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0027.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0027.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0027.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0027.txt,syn_wound_0027,train,SYNTHETIC,16df5da17808b93118b40c2908dd16bf0da90f202554ac487493d590da015925,0dfaa5824372b44882e81d895fc90bc3d8d00f44fef8d33bfb5f8893536a50e8,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0028,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0028.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0028.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0028.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0028.txt,syn_wound_0028,train,SYNTHETIC,bd8ce6389ca27f4250f97bd3075ba91c72c7b578614a4fd39a8cf1433300db56,0b2e59ece710162b1158cf4bfe5843e3e8bb8fa2a6d59bf9f1d35e361e183e50,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0029,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0029.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0029.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0029.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0029.txt,syn_wound_0029,train,SYNTHETIC,f46fe43dcbbb30707ae99bc3a025b1c3fee6f3b358cf68a9a2056bbf07b9aebd,d9f9b97aa182afdad44862282cb282c5da8c52058997f152b94d060c6972f77e,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0030,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0030.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0030.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0030.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0030.txt,syn_wound_0030,train,SYNTHETIC,db76567577e831aef50b64182ed67873d0d375512cdac752a022b64cea3cefed,4f409aace0cec41ce82325e2847a2b37bca51f936d289d45f36e9148055df650,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0032,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0032.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0032.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0032.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0032.txt,syn_wound_0032,train,SYNTHETIC,40006e9f326e45ce986f68dd916331be2ad81c0d55edce05bd3b764a3a7a8b1b,55dff52ad3983f3d97c76fccc0fb7c32ca406ab5f3c3093abd44d17d82fc447b,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0033,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0033.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0033.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0033.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0033.txt,syn_wound_0033,train,SYNTHETIC,b4c3a1cf3c534e2deaf245133fbc1d5bf9352c481770a1b83b0c5f040ae608ed,dcc69293c22fad661b4a62350cdaff20b72861f90296894be16632d114860ff4,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0034,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0034.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0034.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0034.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0034.txt,syn_wound_0034,train,SYNTHETIC,ea0a2241645f7b9bc27bae74f12e5b4cc97d39743ef6ffdd091bff7c7c21eb08,0f86914aa2e1eb948438806263d982b26c0bfae3b86c6f258de3e91fea2411f5,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0037,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0037.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0037.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0037.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0037.txt,syn_wound_0037,train,SYNTHETIC,c69af37313f44f89e471e11d41d6044f87d5e709773afbc858a3f1d944f05018,36f1a951af1863e2933f5ca242e72f71e41c866c57b5af3699736ca5f823632e,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0039,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0039.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0039.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0039.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0039.txt,syn_wound_0039,train,SYNTHETIC,346865bafda069544c7a637b905f8aeb80efe9a07efe198e42a1e7ac1ea59889,59a400e1e1b18d3007254d261f8255589f4d6b9bc4007a84f6f98c217bd5fc6c,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0040,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0040.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0040.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0040.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0040.txt,syn_wound_0040,train,SYNTHETIC,7abb11e040b648f567a123a795214958f3460af1cb3f06257a35b5a345b6b77c,4482b6f4d50eb6d8ffd0e0bc9a77b5fd19fbf6df3eb22ae301d3241495b2833f,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0041,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0041.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0041.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0041.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0041.txt,syn_wound_0041,train,SYNTHETIC,093bb23e43ddc222e755c2592bdfc2389d7bf19b519bad7849275fc4e569e94a,5d55879d8e2b5308c45d2b6991475e10f5a02a895a3575392df59b32120bd6ab,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0042,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0042.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0042.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0042.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0042.txt,syn_wound_0042,train,SYNTHETIC,a845612d7a2e5ac1eec18850b235c1aaa6c1d03faf8bfee8c6b737c14debdb9c,e3a948b5e717ab02182659f6cf8f4756c8374ee04485708f9e3654aaed3b7a83,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0045,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0045.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0045.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0045.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0045.txt,syn_wound_0045,train,SYNTHETIC,4eb74202bef0faa479a89b7ddd30f862db238f634b5a2b3763a8b5337ab12f76,1d388d5ada4475e457f18e40f98337d13dcba26af203d549ed35b32c113339e6,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0047,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0047.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0047.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0047.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0047.txt,syn_wound_0047,train,SYNTHETIC,cdab64279e5fa18e04a1f9845c3250d4c3e0bb753cc8073ff24d8c91d7df2763,54a7d62b658f7dbf265d0fd8179cecc68ed3ec391d24c4462ee2731403886351,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0048,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0048.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0048.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0048.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0048.txt,syn_wound_0048,train,SYNTHETIC,3922926f3a0b316189fa30699b23435fa0cd087dfe8b215dc75d6ff9026c6ab5,86ab79cffb4b5565a7aa71c7d1b02e5fad9c6cba5c928e2ed82716c92de2a520,640,640,cut,,1,1,0
