dropped_classes,kept,reason,source_path
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0152.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0154.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0155.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0159.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0162.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0165.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0166.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0168.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0169.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0174.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0175.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0176.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0177.jpg
abrasion,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0178.jpg
laceration,,no_supported_class_boxes,data/datasets/raw/synthetic_wound/valid/images/syn_wound_0180.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0003.jpg
,raw_synthetic_wound__syn_wound_0004,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0004.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0013.jpg
,raw_synthetic_wound__syn_wound_0016,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0016.jpg
,raw_synthetic_wound__syn_wound_0017,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0017.jpg
,raw_synthetic_wound__syn_wound_0020,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0020.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0043.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0046.jpg
,raw_synthetic_wound__syn_wound_0053,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0053.jpg
,raw_synthetic_wound__syn_wound_0119,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0119.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0169.jpg
,raw_synthetic_wound__syn_wound_0183,exact_pixel_duplicate,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0183.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0204.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/test/synthetic_wound_syn_wound_0209.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0000.jpg
,raw_synthetic_wound__syn_wound_0001,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0001.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0002.jpg
,raw_synthetic_wound__syn_wound_0005,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0005.jpg
,raw_synthetic_wound__syn_wound_0006,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0006.jpg
,raw_synthetic_wound__syn_wound_0007,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0007.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0009.jpg
,raw_synthetic_wound__syn_wound_0011,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0011.jpg
,raw_synthetic_wound__syn_wound_0012,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0012.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0014.jpg
,raw_synthetic_wound__syn_wound_0018,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0018.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0019.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0021.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0025.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0026.jpg
,raw_synthetic_wound__syn_wound_0027,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0027.jpg
,raw_synthetic_wound__syn_wound_0028,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0028.jpg
,raw_synthetic_wound__syn_wound_0030,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0030.jpg
,raw_synthetic_wound__syn_wound_0032,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0032.jpg
,raw_synthetic_wound__syn_wound_0037,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0037.jpg
,raw_synthetic_wound__syn_wound_0045,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0045.jpg
,raw_synthetic_wound__syn_wound_0047,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0047.jpg
,raw_synthetic_wound__syn_wound_0049,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0049.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0052.jpg
,raw_synthetic_wound__syn_wound_0054,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0054.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0060.jpg
,raw_synthetic_wound__syn_wound_0062,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0062.jpg
,raw_synthetic_wound__syn_wound_0071,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0071.jpg
,raw_synthetic_wound__syn_wound_0082,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0082.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0083.jpg
,raw_synthetic_wound__syn_wound_0085,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0085.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0087.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0092.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0095.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0100.jpg
,raw_synthetic_wound__syn_wound_0103,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0103.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0105.jpg
,raw_synthetic_wound__syn_wound_0110,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0110.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0112.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0124.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0129.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0138.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0140.jpg
,raw_synthetic_wound__syn_wound_0141,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0141.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0144.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0147.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0162.jpg
,raw_synthetic_wound__syn_wound_0163,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0163.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0166.jpg
,raw_synthetic_wound__syn_wound_0167,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0167.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0174.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0176.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0180.jpg
,raw_synthetic_wound__syn_wound_0182,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0182.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0190.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0194.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0203.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0212.jpg
,raw_synthetic_wound__syn_wound_0216,exact_pixel_duplicate,data/datasets/yolo_injury/images/train/synthetic_wound_syn_wound_0216.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0036.jpg
,raw_synthetic_wound__syn_wound_0042,exact_pixel_duplicate,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0042.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0044.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0057.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0111.jpg
,raw_synthetic_wound__syn_wound_0118,exact_pixel_duplicate,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0118.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0121.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0125.jpg
,raw_synthetic_wound__syn_wound_0157,exact_pixel_duplicate,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0157.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0177.jpg
abrasion,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0197.jpg
laceration,,no_supported_class_boxes,data/datasets/yolo_injury/images/val/synthetic_wound_syn_wound_0201.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0003.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0004.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0005.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0028.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0034.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0070.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/test/public_sample_0076.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0006.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0010.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0016.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0022.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0040.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0046.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0052.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0064.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0082.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0094.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0100.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0106.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0112.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0124.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0136.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0142.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0154.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0160.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0166.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0172.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0178.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0184.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0190.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/train/public_sample_0196.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/val/public_sample_0058.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/val/public_sample_0088.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/val/public_sample_0118.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/val/public_sample_0130.jpg
swelling,,unsupported_source_class,data/datasets/yolo_real_wound/images/val/public_sample_0148.jpg
