subject_id,split,source,activity,canonical_label,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0016101341832094856,0.015790022387771302,0.036300525776936654,1.3123183668035646e-07,0.0001324754294661475,0.011404804796210937,1.5,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0016797394044221995,0.016472616430376962,0.049542469718577335,1.0856955788730776e-07,6.245080432986898e-05,0.008576344541382813,1.18,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0016797394044221995,0.016472616430376962,0.049542469718577335,5.8119264590384165e-08,2.6368998767066145e-05,0.006944779302343751,2.46,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0011193452969575817,0.010977027556409068,0.027507933631792828,4.63345905473944e-08,1.927134769195163e-05,0.0073101818503125,2.12,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0012675492928737764,0.01243041227296062,0.034987757492339865,5.304107865086137e-08,5.825440496169809e-06,0.006965845151132813,0.56,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0013927543941847527,0.013658254879731905,0.034987757492339865,5.709497843909606e-08,7.377402504914284e-06,0.007192639744414062,1.22,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0013927543941847527,0.013658254879731905,0.03401512126197687,5.928790579345381e-08,8.776376676453174e-06,0.008213997962078126,2.5,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.001385664648588453,0.013588728226079951,0.03397065491662782,6.654376043741821e-08,9.566677949735157e-06,0.008465928372625,1.9000000000000001,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0014909452298157407,0.014621178037972533,0.03459607974161787,8.244984003220701e-08,1.0824121929468656e-05,0.008830948131567186,0.26,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0014909452298157407,0.014621178037972533,0.03459607974161787,8.827839901877438e-08,1.537127427772144e-05,0.008199240523910939,1.54,0.0
uci_subj_01,train,UCI_HAR,STANDING,normal_activity,0.0013648151616922986,0.01338426460540978,0.03568126014043037,5.502525244833137e-08,1.69630039728089e-05,0.0068948030765625,1.68,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.04959183294284195,0.486329748528921,0.11000947840030563,0.00023682197269755652,0.0003224408695056582,0.2394392421103125,2.48,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.005840970642471179,0.057280354750989984,0.04243894659233485,2.1458751170125568e-06,0.0007294187637104194,0.03993125666005469,2.56,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.003568638621597999,0.034996389938494014,0.04243894659233485,5.384363248547642e-07,0.0006891876962271551,0.017970016553054687,2.54,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.03342674829837392,0.3278044212002486,0.31493548411832223,8.814593573131913e-05,0.15154514271738095,0.10352701560026563,0.06,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.03530394608844302,0.3462134429082297,0.31493548411832223,9.442198635891766e-05,0.1181635659787613,0.2800473844016406,0.68,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.03530394608844302,0.3462134429082297,0.1774715116652583,9.66306840512752e-05,0.010519550413198176,0.21827767188515623,1.96,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.010032563087195386,0.09838583479904463,0.05409050767709207,4.759208778803871e-06,0.0003750411664475153,0.05038694659929688,2.56,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.003987413566474595,0.03910316925166808,0.035144725850982786,1.0079282859516639e-06,0.00022868361756082692,0.021083774231249998,2.56,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0014955913907701924,0.014666741312296505,0.033871814645723315,7.663266258120455e-08,7.83783884483832e-05,0.008849249865156249,1.74,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0011157909150908308,0.010942170977475496,0.033871814645723315,4.418396245385382e-08,2.696566901499581e-05,0.006711076677876562,0.3,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0015205577197349354,0.014911577362238602,0.02997907925496965,7.5676862637084e-08,1.4753315102432285e-05,0.007244185134767187,0.06,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.007008052960295445,0.06872552256308131,0.07475455681715074,1.4478692135373996e-06,0.007878431876350931,0.04139741296273438,2.56,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.004214320359064012,0.041328364749215085,0.03697087097039203,1.3709615357239108e-06,0.008741836095868382,0.020025950168046876,2.54,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0014759511129961832,0.01447413598226402,0.02719260180326204,7.383605624253139e-08,0.003491850866412895,0.0099839743503125,0.02,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0015715627058450518,0.015411765409275377,0.04474381199721284,9.438808639615303e-08,0.00020610784822708527,0.0097401944698125,1.18,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0015715627058450518,0.015411765409275377,0.04474381199721284,1.0699984435658314e-07,8.489474530422645e-05,0.01068238814184375,2.46,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0018269454927836051,0.01791621501680634,0.027348356738147176,1.0181776403771657e-07,5.7473760307540285e-05,0.012576560170625,0.18,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0018269454927836051,0.01791621501680634,0.0319797617858385,9.26635120367378e-08,4.9840876839380994e-05,0.01153588273015625,1.46,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0014395605761154638,0.014117266723762713,0.0319797617858385,5.5790050967776046e-08,2.2238870347496875e-05,0.009968912825234374,0.7000000000000001,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0014395605761154638,0.014117266723762713,0.029614054404840016,5.077345432897127e-08,2.3306846705870205e-05,0.009220832929609374,1.98,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0013796658636210822,0.013529900241479684,0.029632095513285755,6.627819209209449e-08,1.3931131742369015e-05,0.009528680122265624,1.16,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0013796658636210822,0.013529900241479684,0.030587255350862815,8.2903052904823e-08,1.4527998004694285e-05,0.010141254432421875,2.44,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.001348574526072679,0.013224998376110637,0.030587255350862815,8.333136465010044e-08,1.7940459188893236e-05,0.010392384722109375,0.86,0.0
uci_subj_01,train,UCI_HAR,SITTING,normal_activity,0.0013741348718281025,0.013475659740813061,0.03265064511506201,7.801506464304872e-08,2.420361517447257e-05,0.010641034148437499,0.02,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.01688619411342787,0.1655969955024474,0.24959919804487668,1.1150684554491922e-05,0.01040942304536295,0.053954552136875,2.36,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.002816078429500238,0.027616295530658506,0.04797529079121163,3.5430205191281296e-07,0.003112919280703811,0.01276210836390625,2.54,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0012356527615490808,0.012117614154045293,0.04797529079121163,7.058964422705093e-08,0.00026522668853331546,0.007245286807,1.4000000000000001,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0011115907371400274,0.01090098130237425,0.034719519660726186,4.705846352286498e-08,3.1103787834499946e-05,0.006676142741453125,1.04,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0012553107585527774,0.012310393250361594,0.04158841892353433,5.0625739782165906e-08,2.337215570193746e-05,0.006643110421765625,0.64,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0016946974005438724,0.016619304263043564,0.047148277716885005,7.283691851411266e-08,1.5152321032450513e-05,0.007373940685828125,0.9400000000000001,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0016946974005438724,0.016619304263043564,0.047148277716885005,6.826563388401806e-08,2.601350462321064e-05,0.0077040175974218755,2.22,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.001935573857909709,0.01898149537367025,0.05012936085677661,8.488620907801801e-08,9.484213309322892e-06,0.007469531129687499,1.04,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.001935573857909709,0.01898149537367025,0.05012936085677661,9.421906104338852e-08,8.546950962089066e-06,0.008149098764625,2.32,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0013099686599115274,0.01284640415872138,0.037444306474813546,7.360684347952424e-08,7.106527288496548e-06,0.008358577377046875,2.4,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0013065547314589153,0.01281292495726157,0.03371279280195259,6.179647409900274e-08,5.716269332070482e-06,0.007464529332968751,2.4,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0011639707513381944,0.011414653768610703,0.035202776475440845,4.7244976443836506e-08,8.659460926566512e-06,0.007335750741875001,1.42,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0011071838481627012,0.010857764484584753,0.03922510394844124,4.6462607734352076e-08,1.1439813943411586e-05,0.007638364905765625,0.88,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.04839007499290505,0.47454452892917226,0.33020559138914884,0.00012292898488712028,0.011788023036827461,0.1490061689684375,2.54,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.005726698250417745,0.05615972539745918,0.05695454877866872,2.7326151343324722e-06,0.007142492211408171,0.03473872741257812,2.2,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.05899648938538825,0.5785579226312176,0.9691476909601939,0.00040345511686711575,0.1776774977146751,0.2745403710682812,0.76,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.05899648938538825,0.5785579226312176,0.9691476909601939,0.00027290964475486755,0.1658903591757888,0.35837979639531253,2.04,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.026452936870844077,0.25941469336446304,0.15851024382295548,1.8854759878628603e-05,0.016859065714443615,0.18729252890781248,2.56,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.03128878532420117,0.3068381665995774,0.41177184477666295,3.363983090755464e-05,0.09047026649700321,0.2095431054734375,0.04,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.10661528381054772,1.0455387729807077,1.3272163700476267,0.0006073428295895661,0.46095279304687564,0.5150957518874999,1.1,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.10661528381054772,1.0455387729807077,1.3272163700476267,0.00032846499640336573,0.45017280248692093,0.6486719101742188,2.38,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.05847740425264982,0.5734674364142484,0.29533686705810397,0.00032003886948847604,0.02295789156334188,0.2928297385828125,2.2,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.02157274495769215,0.2115563593393517,0.073460788392222,2.368965038787875e-05,0.0026311726880465505,0.06849452597539063,2.56,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.006121027053952606,0.06002676995864432,0.050261172050811216,3.2766041067074533e-06,0.002299833780861897,0.02763844215178125,2.54,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0022615610925562674,0.02217833808831692,0.028660448837540247,1.4218271963268714e-07,0.0012034568307875302,0.011279731679070313,2.54,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.0015907967570539373,0.015600387017562993,0.03115373912224795,1.1571722429311188e-07,0.00015195791740508266,0.010861158486710938,2.22,0.0
uci_subj_01,train,UCI_HAR,LAYING,normal_activity,0.001450879035568362,0.014228262894156476,0.03496994884598658,7.980022477410932e-08,2.7745076686098043e-05,0.010464808919890625,0.7000000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07118676922545768,0.6981037304248345,1.506763492788038,0.00020848808840477737,0.19726608892004494,0.40153655548437506,0.58,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07118676922545768,0.6981037304248345,1.7798927600189007,0.00022197567723813942,0.17530567890079152,0.44827299333453124,1.86,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0630120078655002,0.6179367069342074,1.9298233702501542,0.00019804546980808248,0.14358736717029735,0.4284895079595312,0.5,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0727308247256514,0.7132457422958093,1.9298233702501542,0.0002322735860689647,0.23585700657665337,0.47814954426875,0.02,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0727308247256514,0.7132457422958093,1.9228563436993875,0.00022329511234336062,0.25993297806503907,0.4996880106083594,1.3,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.070381045051191,0.6902022754512621,1.9228563436993875,0.00020860336273232613,0.19768130906117917,0.4850092268480469,0.42,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.070381045051191,0.6902022754512621,1.8331026107128896,0.00021054227174234448,0.15793004701942692,0.47110114564906247,1.7,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07237843276472501,0.7097899576721906,1.8331026107128896,0.0002123576800280005,0.16090985825542886,0.45903692465625,0.72,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06714609376151205,0.6584782403863321,1.720445042795676,0.00016620114792998986,0.17005883934227461,0.43523581093828123,1.2,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07028953595431438,0.689304877766377,1.7760909454258396,0.00020619760773437279,0.15906284494343673,0.4565040385328125,0.7000000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07028953595431438,0.689304877766377,1.7760909454258396,0.00019727191483997927,0.14621155334114877,0.4429312019382813,1.98,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07414714188130138,0.7271350689302641,1.8482528624114536,0.00020043159780883606,0.15861608009563244,0.4573286995328125,1.08,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07414714188130138,0.7271350689302641,1.8482528624114536,0.00022231103743491012,0.179049090738795,0.4782297262209375,2.36,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0897428803212167,0.8800770173020598,2.0496765572258617,0.0002629219153771501,0.19688287256113313,0.50961699571625,1.06,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0897428803212167,0.8800770173020598,2.0496765572258617,0.00025541234545653935,0.15436730707419982,0.49882158942968746,2.34,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0703458473626743,0.6898571040391699,1.5159053366440554,0.00021555916493053422,0.17608346212551146,0.4831800236695313,0.8200000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0703458473626743,0.6898571040391699,1.5159053366440554,0.0002250319110710126,0.22418329234447296,0.48172566042734377,2.1,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06781569734085106,0.665044808327657,1.5783729532330302,0.00022495473578900603,0.2181932740022296,0.4757278807890625,2.2800000000000002,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07036244863994782,0.6900199069549443,1.5783729532330302,0.00020738695082982627,0.2310284310096712,0.46187696809609374,0.12,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07036244863994782,0.6900199069549443,1.6725760219129013,0.00019349250983427514,0.20949175823715704,0.40806156793750004,1.4000000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07405331609133825,0.7262149522471222,2.6605124138982936,0.00022744897093570558,0.15573052723402214,0.48762980952656254,0.18,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07405331609133825,0.7262149522471222,2.6605124138982936,0.00023905200365141404,0.1667663976358827,0.5043021609476562,1.46,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0683347021467372,0.6701345068073004,1.757334760734584,0.00020693014960836023,0.16943540273459778,0.48145291679812496,0.24,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.10526477672420563,1.032294822662431,2.5045903897926123,0.00025066363878910444,0.2116897444950079,0.4853686795551563,0.38,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.10526477672420563,1.032294822662431,2.5045903897926123,0.0002674871394332766,0.22311875042476537,0.4744924541117187,1.6600000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.08880082174174463,0.8708385785336799,2.0118545422621676,0.00027635616748006953,0.22514104645208832,0.4883166438992188,0.76,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.08880082174174463,0.8708385785336799,1.6572943963124867,0.0002542489471146298,0.19088461641022803,0.4874081453828125,2.04,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0675941234156721,0.6628719103943007,1.6717163413810527,0.00021544722460122343,0.16382087812953222,0.47230843893749996,0.1,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07449256764631178,0.7305225385087033,1.855607263024819,0.00025291765157114347,0.19152194372744247,0.48280857352187495,0.64,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07734259777036089,0.7584717864247096,1.855607263024819,0.00023728313361910848,0.18457789072779,0.48866600831875007,0.9,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07734259777036089,0.7584717864247096,1.6765536284468883,0.00019694925428431423,0.18039187233312584,0.47946248457859375,2.18,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0664837649277549,0.6519830133287675,1.522117139992524,0.00020251938442867446,0.20608318712118212,0.46518644603171877,0.72,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0664837649277549,0.6519830133287675,1.522117139992524,0.00020040434915131366,0.20662017043354103,0.441136501609375,2.0,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.08224608553526531,0.8065585747144095,1.8024841848008573,0.000303900051759601,0.25469686840846034,0.49826465924218744,2.46,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0744848662401316,0.7304470135137866,1.8024841848008573,0.00020717459676389792,0.19472824924916474,0.45357591995312496,0.86,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.0744848662401316,0.7304470135137866,1.636284852855529,0.00018645483229696327,0.1772318864206039,0.45048732540742187,2.14,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07111788462980068,0.6974282033048348,1.720983004605002,0.00021403441014013842,0.19335918368411978,0.4630202291261719,0.18,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07111788462980068,0.6974282033048348,1.920937191728505,0.00022849044114626825,0.20659413377832667,0.4757605307265625,1.46,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07039795720464725,0.690368127020954,1.920937191728505,0.00020288879201335564,0.17560511700616876,0.48140821114843746,1.62,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06281090148793496,0.6159645270766573,1.7954500355813714,0.00018332426237600976,0.13743261920300082,0.4487024541960938,0.64,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06281090148793496,0.6159645270766573,1.7954500355813714,0.0001684086836684059,0.15633493744465793,0.39145724175859375,1.92,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06152563815028896,0.6033603993665312,1.7732586316191157,0.00017273019225800385,0.18286045660510114,0.38520685523437503,2.08,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07184446071419126,0.7045534806628236,1.4773110950349155,0.00017708811422215191,0.17727062864702814,0.391561012640625,1.06,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07184446071419126,0.7045534806628236,1.5162445515709257,0.00017026499510242428,0.1703026320304369,0.3927945915859375,2.34,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07674963441518687,0.7526568023376923,1.6090665103799997,0.0001946606693042433,0.14917150063917148,0.42453433650859373,0.12,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.07674963441518687,0.7526568023376923,1.7053256745494294,0.00020034476950745014,0.18053316152784063,0.44024975787578124,1.4000000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING,normal_activity,0.06790394502351955,0.665910222464898,1.7053256745494294,0.00017409371741523865,0.22474205459677796,0.4058734804266406,1.56,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.08506376131603637,0.834190534909908,2.0438654359262274,0.00023622578061502293,0.08467576751258035,0.4220589962308594,1.46,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.08198084188117374,0.8039574230340124,2.3922563812537305,0.0002788675699860638,0.1459363955433313,0.4807714969515625,0.22,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.08489100834088666,0.8324964069461561,2.3922563812537305,0.0003241761023689758,0.26283192045327053,0.4619978615820312,0.9,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.09378957269470169,0.9197615130664962,2.1917628155891786,0.0003662323522850726,0.20889923154166506,0.4570727622421875,0.86,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.10102456256993589,0.9907125265264617,2.4857731648621604,0.0004985173169034903,0.10617053423105821,0.51500793849375,0.8,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.10102456256993589,0.9907125265264617,2.5787014863286513,0.0005081468239842369,0.20075433937290915,0.5461428894859375,2.08,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.10325748210399123,1.0126099868751055,2.5787014863286513,0.00038974685658161717,0.17427464869367404,0.4976557944453125,0.14,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.10325748210399123,1.0126099868751055,2.493087333737543,0.00029048478568692777,0.08914481902924154,0.46228127341171876,1.42,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.08438766413375247,0.8275602864772637,1.8426859120057262,0.0002653598131233682,0.1060340640100905,0.45558094391953124,0.32,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.12170463778747459,1.1935147861585376,3.1904845009466305,0.0005488058760155618,0.22678585698423837,0.5881363756875,1.22,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.12170463778747459,1.1935147861585376,2.6257244007828673,0.000470766756297866,0.1908198425069556,0.5684958222031251,2.5,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.12463866999969116,1.2222878131524713,2.2743589067004417,0.00045025220686638036,0.3258063787169288,0.5735339612734376,0.9400000000000001,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.12463866999969116,1.2222878131524713,2.2743589067004417,0.00043575412471118593,0.32781272039753206,0.55349559275,2.22,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.09667079977774734,0.9480166986404459,2.0580542272248423,0.00036582136765684036,0.2713141939765764,0.5637013572265626,1.8,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.09624613590832576,0.9438521687053827,1.7917335127561724,0.0003272759910920993,0.3071875621079332,0.5365228257609376,2.56,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.11052394095455763,1.0838696055620125,2.4004248216067903,0.0004100484604602744,0.18511448362310173,0.5331771797007813,1.18,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.11052394095455763,1.0838696055620125,2.4004248216067903,0.00045950713823621973,0.10993918157294152,0.5637946219164063,2.46,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.0774236813385626,0.7592669445988149,2.1326798961945093,0.00033854042402487426,0.15506666401537825,0.5321335654859375,1.16,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.09048267320559837,0.8873319071916812,2.1326798961945093,0.00031455113201391276,0.17643230290436543,0.5288784005835938,0.32,0.0
uci_subj_01,train,UCI_HAR,WALKING_DOWNSTAIRS,normal_activity,0.09048267320559837,0.8873319071916812,2.088683723184331,0.0002799917712079462,0.31273706641883947,0.4910488088414063,1.6,0.0
